time(s),hip_torque(Nm),hip_gravity_torque(Nm)
4.928500,0.631712,0.564198
4.929000,0.631236,0.563899
4.929500,0.630760,0.563600
4.930000,0.630284,0.563301
4.930500,0.629808,0.563001
4.931000,0.629332,0.562701
4.931500,0.628855,0.562401
4.932000,0.628378,0.562101
4.932500,0.627901,0.561801
4.933000,0.627424,0.561500
4.933500,0.626947,0.561199
4.934000,0.626470,0.560898
4.934500,0.625992,0.560597
4.935000,0.625514,0.560295
4.935500,0.625036,0.559993
4.936000,0.624558,0.559691
4.936500,0.624080,0.559389
4.937000,0.623602,0.559086
4.937500,0.623123,0.558784
4.938000,0.622644,0.558481
4.938500,0.622165,0.558178
4.939000,0.621686,0.557874
4.939500,0.621207,0.557571
4.940000,0.620728,0.557267
4.940500,0.620248,0.556963
4.941000,0.619769,0.556659
4.941500,0.619289,0.556355
4.942000,0.618809,0.556050
4.942500,0.618329,0.555745
4.943000,0.617849,0.555440
4.943500,0.617368,0.555135
4.944000,0.616888,0.554830
4.944500,0.616407,0.554524
4.945000,0.615926,0.554218
4.945500,0.615445,0.553912
4.946000,0.614964,0.553606
4.946500,0.614482,0.553300
4.947000,0.614001,0.552993
4.947500,0.613519,0.552686
4.948000,0.613038,0.552379
4.948500,0.612556,0.552072
4.949000,0.612074,0.551764
4.949500,0.611592,0.551457
4.950000,0.611109,0.551149
4.950500,0.610627,0.550841
4.951000,0.610144,0.550532
4.951500,0.609662,0.550224
4.952000,0.609179,0.549915
4.952500,0.608696,0.549606
4.953000,0.608213,0.549297
4.953500,0.607729,0.548988
4.954000,0.607246,0.548679
4.954500,0.606762,0.548369
4.955000,0.606279,0.548059
4.955500,0.605795,0.547749
4.956000,0.605311,0.547439
4.956500,0.604827,0.547128
4.957000,0.604343,0.546818
4.957500,0.603859,0.546507
4.958000,0.603374,0.546196
4.958500,0.602890,0.545885
4.959000,0.602405,0.545573
4.959500,0.601920,0.545262
4.960000,0.601435,0.544950
4.960500,0.600950,0.544638
4.961000,0.600465,0.544326
4.961500,0.599980,0.544014
4.962000,0.599494,0.543701
4.962500,0.599009,0.543388
4.963000,0.598523,0.543076
4.963500,0.598038,0.542763
4.964000,0.597552,0.542449
4.964500,0.597066,0.542136
4.965000,0.596580,0.541822
4.965500,0.596093,0.541509
4.966000,0.595607,0.541195
4.966500,0.595121,0.540880
4.967000,0.594634,0.540566
4.967500,0.594148,0.540252
4.968000,0.593661,0.539937
4.968500,0.593174,0.539622
4.969000,0.592687,0.539307
4.969500,0.592200,0.538992
4.970000,0.591713,0.538676
4.970500,0.591225,0.538361
4.971000,0.590738,0.538045
4.971500,0.590250,0.537729
4.972000,0.589763,0.537413
4.972500,0.589275,0.537097
4.973000,0.588787,0.536780
4.973500,0.588299,0.536464
4.974000,0.587811,0.536147
4.974500,0.587323,0.535830
4.975000,0.586835,0.535513
4.975500,0.586347,0.535196
4.976000,0.585858,0.534878
4.976500,0.585370,0.534561
4.977000,0.584881,0.534243
4.977500,0.584393,0.533925
4.978000,0.583904,0.533607
4.978500,0.583415,0.533289
4.979000,0.582926,0.532970
4.979500,0.582437,0.532652
4.980000,0.581948,0.532333
4.980500,0.581458,0.532014
4.981000,0.580969,0.531695
4.981500,0.580480,0.531376
4.982000,0.579990,0.531056
4.982500,0.579501,0.530737
4.983000,0.579011,0.530417
4.983500,0.578521,0.530097
4.984000,0.578031,0.529777
4.984500,0.577541,0.529457
4.985000,0.577051,0.529136
4.985500,0.576561,0.528816
4.986000,0.576071,0.528495
4.986500,0.575581,0.528174
4.987000,0.575091,0.527853
4.987500,0.574600,0.527532
4.988000,0.574110,0.527211
4.988500,0.573619,0.526889
4.989000,0.573129,0.526568
4.989500,0.572638,0.526246
4.990000,0.572147,0.525924
4.990500,0.571656,0.525602
4.991000,0.571165,0.525280
4.991500,0.570674,0.524957
4.992000,0.570183,0.524635
4.992500,0.569692,0.524312
4.993000,0.569201,0.523990
4.993500,0.568710,0.523667
4.994000,0.568218,0.523343
4.994500,0.567727,0.523020
4.995000,0.567235,0.522697
4.995500,0.566744,0.522373
4.996000,0.566252,0.522050
4.996500,0.565761,0.521726
4.997000,0.565269,0.521402
4.997500,0.564777,0.521078
4.998000,0.564285,0.520754
4.998500,0.563793,0.520429
4.999000,0.563301,0.520105
4.999500,0.562809,0.519780
5.000000,0.562317,0.519455
5.000500,0.561825,0.519130
5.001000,0.561333,0.518805
5.001500,0.560840,0.518480
5.002000,0.560348,0.518155
5.002500,0.559856,0.517829
5.003000,0.559363,0.517503
5.003500,0.558871,0.517178
5.004000,0.558378,0.516852
5.004500,0.557886,0.516526
5.005000,0.557393,0.516200
5.005500,0.556900,0.515873
5.006000,0.556408,0.515547
5.006500,0.555915,0.515220
5.007000,0.555422,0.514894
5.007500,0.554929,0.514567
5.008000,0.554436,0.514240
5.008500,0.553943,0.513913
5.009000,0.553450,0.513586
5.009500,0.552957,0.513258
5.010000,0.552464,0.512931
5.010500,0.551971,0.512603
5.011000,0.551478,0.512276
5.011500,0.550985,0.511948
5.012000,0.550491,0.511620
5.012500,0.549998,0.511292
5.013000,0.549505,0.510964
5.013500,0.549011,0.510635
5.014000,0.548518,0.510307
5.014500,0.548024,0.509978
5.015000,0.547531,0.509649
5.015500,0.547037,0.509321
5.016000,0.546544,0.508992
5.016500,0.546050,0.508663
5.017000,0.545557,0.508334
5.017500,0.545063,0.508004
5.018000,0.544569,0.507675
5.018500,0.544076,0.507345
5.019000,0.543582,0.507016
5.019500,0.543088,0.506686
5.020000,0.542594,0.506356
5.020500,0.542100,0.506026
5.021000,0.541607,0.505696
5.021500,0.541113,0.505366
5.022000,0.540619,0.505035
5.022500,0.540125,0.504705
5.023000,0.539631,0.504374
5.023500,0.539137,0.504044
5.024000,0.538643,0.503713
5.024500,0.538149,0.503382
5.025000,0.537655,0.503051
5.025500,0.537161,0.502720
5.026000,0.536667,0.502389
5.026500,0.536173,0.502058
5.027000,0.535679,0.501726
5.027500,0.535185,0.501395
5.028000,0.534690,0.501063
5.028500,0.534196,0.500731
5.029000,0.533702,0.500399
5.029500,0.533208,0.500067
5.030000,0.532714,0.499735
5.030500,0.532220,0.499403
5.031000,0.531725,0.499071
5.031500,0.531231,0.498739
5.032000,0.530737,0.498406
5.032500,0.530243,0.498074
5.033000,0.529748,0.497741
5.033500,0.529254,0.497408
5.034000,0.528760,0.497075
5.034500,0.528266,0.496742
5.035000,0.527771,0.496409
5.035500,0.527277,0.496076
5.036000,0.526783,0.495743
5.036500,0.526288,0.495410
5.037000,0.525794,0.495076
5.037500,0.525300,0.494743
5.038000,0.524806,0.494409
5.038500,0.524311,0.494075
5.039000,0.523817,0.493741
5.039500,0.523323,0.493408
5.040000,0.522828,0.493074
5.040500,0.522334,0.492739
5.041000,0.521840,0.492405
5.041500,0.521346,0.492071
5.042000,0.520851,0.491737
5.042500,0.520357,0.491402
5.043000,0.519863,0.491068
5.043500,0.519369,0.490733
5.044000,0.518874,0.490398
5.044500,0.518380,0.490064
5.045000,0.517886,0.489729
5.045500,0.517392,0.489394
5.046000,0.516897,0.489059
5.046500,0.516403,0.488724
5.047000,0.515909,0.488388
5.047500,0.515415,0.488053
5.048000,0.514921,0.487718
5.048500,0.514427,0.487382
5.049000,0.513932,0.487047
5.049500,0.513438,0.486711
5.050000,0.512944,0.486375
5.050500,0.512450,0.486039
5.051000,0.511956,0.485704
5.051500,0.511462,0.485368
5.052000,0.510968,0.485032
5.052500,0.510474,0.484695
5.053000,0.509980,0.484359
5.053500,0.509486,0.484023
5.054000,0.508992,0.483687
5.054500,0.508498,0.483350
5.055000,0.508004,0.483014
5.055500,0.507511,0.482677
5.056000,0.507017,0.482341
5.056500,0.506523,0.482004
5.057000,0.506029,0.481667
5.057500,0.505535,0.481330
5.058000,0.505042,0.480993
5.058500,0.504548,0.480656
5.059000,0.504054,0.480319
5.059500,0.503561,0.479982
5.060000,0.503067,0.479645
5.060500,0.502574,0.479308
5.061000,0.502080,0.478970
5.061500,0.501587,0.478633
5.062000,0.501093,0.478295
5.062500,0.500600,0.477958
5.063000,0.500106,0.477620
5.063500,0.499613,0.477283
5.064000,0.499119,0.476945
5.064500,0.498626,0.476607
5.065000,0.498133,0.476269
5.065500,0.497640,0.475931
5.066000,0.497147,0.475593
5.066500,0.496653,0.475255
5.067000,0.496160,0.474917
5.067500,0.495667,0.474579
5.068000,0.495174,0.474241
5.068500,0.494681,0.473903
5.069000,0.494188,0.473564
5.069500,0.493695,0.473226
5.070000,0.493203,0.472887
5.070500,0.492710,0.472549
5.071000,0.492217,0.472210
5.071500,0.491724,0.471872
5.072000,0.491232,0.471533
5.072500,0.490739,0.471194
5.073000,0.490247,0.470855
5.073500,0.489754,0.470516
5.074000,0.489262,0.470178
5.074500,0.488769,0.469839
5.075000,0.488277,0.469500
5.075500,0.487785,0.469160
5.076000,0.487292,0.468821
5.076500,0.486800,0.468482
5.077000,0.486308,0.468143
5.077500,0.485816,0.467804
5.078000,0.485324,0.467464
5.078500,0.484832,0.467125
5.079000,0.484340,0.466786
5.079500,0.483848,0.466446
5.080000,0.483356,0.466107
5.080500,0.482865,0.465767
5.081000,0.482373,0.465427
5.081500,0.481881,0.465088
5.082000,0.481390,0.464748
5.082500,0.480898,0.464408
5.083000,0.480407,0.464069
5.083500,0.479916,0.463729
5.084000,0.479424,0.463389
5.084500,0.478933,0.463049
5.085000,0.478442,0.462709
5.085500,0.477951,0.462369
5.086000,0.477460,0.462029
5.086500,0.476969,0.461689
5.087000,0.476478,0.461349
5.087500,0.475987,0.461009
5.088000,0.475496,0.460668
5.088500,0.475006,0.460328
5.089000,0.474515,0.459988
5.089500,0.474024,0.459648
5.090000,0.473534,0.459307
5.090500,0.473044,0.458967
5.091000,0.472553,0.458627
5.091500,0.472063,0.458286
5.092000,0.471573,0.457946
5.092500,0.471083,0.457605
5.093000,0.470593,0.457265
5.093500,0.470103,0.456924
5.094000,0.469613,0.456583
5.094500,0.469123,0.456243
5.095000,0.468633,0.455902
5.095500,0.468144,0.455561
5.096000,0.467654,0.455221
5.096500,0.467165,0.454880
5.097000,0.466675,0.454539
5.097500,0.466186,0.454198
5.098000,0.465697,0.453857
5.098500,0.465208,0.453517
5.099000,0.464718,0.453176
5.099500,0.464229,0.452835
5.100000,0.463741,0.452494
5.100500,0.463252,0.452153
5.101000,0.462763,0.451812
5.101500,0.462274,0.451471
5.102000,0.461786,0.451130
5.102500,0.461297,0.450789
5.103000,0.460809,0.450448
5.103500,0.460321,0.450106
5.104000,0.459833,0.449765
5.104500,0.459345,0.449424
5.105000,0.458857,0.449083
5.105500,0.458369,0.448742
5.106000,0.457881,0.448401
5.106500,0.457393,0.448059
5.107000,0.456905,0.447718
5.107500,0.456418,0.447377
5.108000,0.455930,0.447036
5.108500,0.455443,0.446694
5.109000,0.454956,0.446353
5.109500,0.454469,0.446012
5.110000,0.453982,0.445670
5.110500,0.453495,0.445329
5.111000,0.453008,0.444988
5.111500,0.452521,0.444646
5.112000,0.452034,0.444305
5.112500,0.451548,0.443963
5.113000,0.451061,0.443622
5.113500,0.450575,0.443280
5.114000,0.450089,0.442939
5.114500,0.449603,0.442598
5.115000,0.449117,0.442256
5.115500,0.448631,0.441915
5.116000,0.448145,0.441573
5.116500,0.447659,0.441232
5.117000,0.447174,0.440890
5.117500,0.446688,0.440549
5.118000,0.446203,0.440207
5.118500,0.445717,0.439865
5.119000,0.445232,0.439524
5.119500,0.444747,0.439182
5.120000,0.444262,0.438841
5.120500,0.443777,0.438499
5.121000,0.443293,0.438158
5.121500,0.442808,0.437816
5.122000,0.442324,0.437475
5.122500,0.441839,0.437133
5.123000,0.441355,0.436792
5.123500,0.440871,0.436450
5.124000,0.440387,0.436108
5.124500,0.439903,0.435767
5.125000,0.439419,0.435425
5.125500,0.438935,0.435084
5.126000,0.438452,0.434742
5.126500,0.437968,0.434401
5.127000,0.437485,0.434059
5.127500,0.437002,0.433718
5.128000,0.436519,0.433376
5.128500,0.436036,0.433034
5.129000,0.435553,0.432693
5.129500,0.435070,0.432351
5.130000,0.434587,0.432010
5.130500,0.434105,0.431668
5.131000,0.433623,0.431327
5.131500,0.433140,0.430985
5.132000,0.432658,0.430644
5.132500,0.432176,0.430302
5.133000,0.431694,0.429961
5.133500,0.431213,0.429619
5.134000,0.430731,0.429278
5.134500,0.430250,0.428936
5.135000,0.429768,0.428595
5.135500,0.429287,0.428253
5.136000,0.428806,0.427912
5.136500,0.428325,0.427571
5.137000,0.427844,0.427229
5.137500,0.427364,0.426888
5.138000,0.426883,0.426546
5.138500,0.426403,0.426205
5.139000,0.425922,0.425864
5.139500,0.425442,0.425522
5.140000,0.424962,0.425181
5.140500,0.424482,0.424840
5.141000,0.424003,0.424499
5.141500,0.423523,0.424157
5.142000,0.423044,0.423816
5.142500,0.422564,0.423475
5.143000,0.422085,0.423134
5.143500,0.421606,0.422792
5.144000,0.421127,0.422451
5.144500,0.420648,0.422110
5.145000,0.420170,0.421769
5.145500,0.419691,0.421428
5.146000,0.419213,0.421087
5.146500,0.418735,0.420746
5.147000,0.418257,0.420405
5.147500,0.417779,0.420063
5.148000,0.417301,0.419722
5.148500,0.416823,0.419382
5.149000,0.416346,0.419041
5.149500,0.415869,0.418700
5.150000,0.415391,0.418359
5.150500,0.414914,0.418018
5.151000,0.414437,0.417677
5.151500,0.413961,0.417336
5.152000,0.413484,0.416995
5.152500,0.413008,0.416655
5.153000,0.412531,0.416314
5.153500,0.412055,0.415973
5.154000,0.411579,0.415632
5.154500,0.411103,0.415292
5.155000,0.410628,0.414951
5.155500,0.410152,0.414611
5.156000,0.409677,0.414270
5.156500,0.409202,0.413929
5.157000,0.408727,0.413589
5.157500,0.408252,0.413248
5.158000,0.407777,0.412908
5.158500,0.407302,0.412568
5.159000,0.406828,0.412227
5.159500,0.406354,0.411887
5.160000,0.405880,0.411547
5.160500,0.405406,0.411206
5.161000,0.404932,0.410866
5.161500,0.404458,0.410526
5.162000,0.403985,0.410186
5.162500,0.403511,0.409846
5.163000,0.403038,0.409506
5.163500,0.402565,0.409165
5.164000,0.402092,0.408825
5.164500,0.401620,0.408485
5.165000,0.401147,0.408146
5.165500,0.400675,0.407806
5.166000,0.400203,0.407466
5.166500,0.399731,0.407126
5.167000,0.399259,0.406786
5.167500,0.398787,0.406447
5.168000,0.398316,0.406107
5.168500,0.397844,0.405767
5.169000,0.397373,0.405428
5.169500,0.396902,0.405088
5.170000,0.396431,0.404749
5.170500,0.395961,0.404409
5.171000,0.395490,0.404070
5.171500,0.395020,0.403730
5.172000,0.394550,0.403391
5.172500,0.394080,0.403052
5.173000,0.393610,0.402712
5.173500,0.393140,0.402373
5.174000,0.392671,0.402034
5.174500,0.392202,0.401695
5.175000,0.391733,0.401356
5.175500,0.391264,0.401017
5.176000,0.390795,0.400678
5.176500,0.390326,0.400339
5.177000,0.389858,0.400000
5.177500,0.389390,0.399662
5.178000,0.388922,0.399323
5.178500,0.388454,0.398984
5.179000,0.387986,0.398645
5.179500,0.387519,0.398307
5.180000,0.387051,0.397968
5.180500,0.386584,0.397630
5.181000,0.386117,0.397291
5.181500,0.385651,0.396953
5.182000,0.385184,0.396615
5.182500,0.384718,0.396276
5.183000,0.384251,0.395938
5.183500,0.383785,0.395600
5.184000,0.383319,0.395262
5.184500,0.382854,0.394924
5.185000,0.382388,0.394586
5.185500,0.381923,0.394248
5.186000,0.381458,0.393910
5.186500,0.380993,0.393573
5.187000,0.380528,0.393235
5.187500,0.380064,0.392897
5.188000,0.379599,0.392559
5.188500,0.379135,0.392222
5.189000,0.378671,0.391884
5.189500,0.378207,0.391547
5.190000,0.377744,0.391210
5.190500,0.377281,0.390872
5.191000,0.376817,0.390535
5.191500,0.376354,0.390198
5.192000,0.375891,0.389861
5.192500,0.375429,0.389524
5.193000,0.374966,0.389187
5.193500,0.374504,0.388850
5.194000,0.374042,0.388513
5.194500,0.373580,0.388176
5.195000,0.373119,0.387840
5.195500,0.372657,0.387503
5.196000,0.372196,0.387166
5.196500,0.371735,0.386830
5.197000,0.371274,0.386493
5.197500,0.370813,0.386157
5.198000,0.370353,0.385821
5.198500,0.369893,0.385484
5.199000,0.369433,0.385148
5.199500,0.368973,0.384812
5.200000,0.368513,0.384476
5.200500,0.368054,0.384140
5.201000,0.367594,0.383804
5.201500,0.367135,0.383468
5.202000,0.366677,0.383133
5.202500,0.366218,0.382797
5.203000,0.365759,0.382462
5.203500,0.365301,0.382126
5.204000,0.364843,0.381791
5.204500,0.364385,0.381455
5.205000,0.363928,0.381120
5.205500,0.363470,0.380785
5.206000,0.363013,0.380450
5.206500,0.362556,0.380115
5.207000,0.362099,0.379780
5.207500,0.361643,0.379445
5.208000,0.361187,0.379110
5.208500,0.360730,0.378775
5.209000,0.360274,0.378440
5.209500,0.359819,0.378106
5.210000,0.359363,0.377771
5.210500,0.358908,0.377437
5.211000,0.358453,0.377103
5.211500,0.357998,0.376768
5.212000,0.357543,0.376434
5.212500,0.357089,0.376100
5.213000,0.356635,0.375766
5.213500,0.356181,0.375432
5.214000,0.355727,0.375098
5.214500,0.355273,0.374764
5.215000,0.354820,0.374431
5.215500,0.354367,0.374097
5.216000,0.353914,0.373764
5.216500,0.353461,0.373430
5.217000,0.353009,0.373097
5.217500,0.352556,0.372764
5.218000,0.352104,0.372430
5.218500,0.351652,0.372097
5.219000,0.351201,0.371764
5.219500,0.350749,0.371431
5.220000,0.350298,0.371099
5.220500,0.349847,0.370766
5.221000,0.349396,0.370433
5.221500,0.348946,0.370101
5.222000,0.348496,0.369768
5.222500,0.348046,0.369436
5.223000,0.347596,0.369104
5.223500,0.347146,0.368771
5.224000,0.346697,0.368439
5.224500,0.346248,0.368107
5.225000,0.345799,0.367775
5.225500,0.345350,0.367444
5.226000,0.344901,0.367112
5.226500,0.344453,0.366780
5.227000,0.344005,0.366449
5.227500,0.343557,0.366117
5.228000,0.343110,0.365786
5.228500,0.342662,0.365455
5.229000,0.342215,0.365123
5.229500,0.341768,0.364792
5.230000,0.341322,0.364461
5.230500,0.340875,0.364131
5.231000,0.340429,0.363800
5.231500,0.339983,0.363469
5.232000,0.339538,0.363139
5.232500,0.339092,0.362808
5.233000,0.338647,0.362478
5.233500,0.338202,0.362147
5.234000,0.337757,0.361817
5.234500,0.337312,0.361487
5.235000,0.336868,0.361157
5.235500,0.336424,0.360827
5.236000,0.335980,0.360498
5.236500,0.335537,0.360168
5.237000,0.335093,0.359838
5.237500,0.334650,0.359509
5.238000,0.334207,0.359179
5.238500,0.333765,0.358850
5.239000,0.333322,0.358521
5.239500,0.332880,0.358192
5.240000,0.332438,0.357863
5.240500,0.331996,0.357534
5.241000,0.331555,0.357205
5.241500,0.331114,0.356877
5.242000,0.330673,0.356548
5.242500,0.330232,0.356220
5.243000,0.329791,0.355892
5.243500,0.329351,0.355563
5.244000,0.328911,0.355235
5.244500,0.328471,0.354907
5.245000,0.328032,0.354579
5.245500,0.327593,0.354252
5.246000,0.327154,0.353924
5.246500,0.326715,0.353596
5.247000,0.326276,0.353269
5.247500,0.325838,0.352942
5.248000,0.325400,0.352615
5.248500,0.324962,0.352287
5.249000,0.324525,0.351960
5.249500,0.324087,0.351634
5.250000,0.323650,0.351307
5.250500,0.323214,0.350980
5.251000,0.322777,0.350654
5.251500,0.322341,0.350327
5.252000,0.321905,0.350001
5.252500,0.321469,0.349675
5.253000,0.321033,0.349349
5.253500,0.320598,0.349023
5.254000,0.320163,0.348697
5.254500,0.319728,0.348371
5.255000,0.319294,0.348045
5.255500,0.318859,0.347720
5.256000,0.318425,0.347394
5.256500,0.317992,0.347069
5.257000,0.317558,0.346744
5.257500,0.317125,0.346419
5.258000,0.316692,0.346094
5.258500,0.316259,0.345769
5.259000,0.315827,0.345445
5.259500,0.315394,0.345120
5.260000,0.314962,0.344796
5.260500,0.314531,0.344471
5.261000,0.314099,0.344147
5.261500,0.313668,0.343823
5.262000,0.313237,0.343499
5.262500,0.312806,0.343175
5.263000,0.312376,0.342852
5.263500,0.311946,0.342528
5.264000,0.311516,0.342205
5.264500,0.311086,0.341881
5.265000,0.310657,0.341558
5.265500,0.310228,0.341235
5.266000,0.309799,0.340912
5.266500,0.309370,0.340589
5.267000,0.308942,0.340266
5.267500,0.308514,0.339944
5.268000,0.308086,0.339621
5.268500,0.307659,0.339299
5.269000,0.307231,0.338977
5.269500,0.306804,0.338655
5.270000,0.306378,0.338333
5.270500,0.305951,0.338011
5.271000,0.305525,0.337689
5.271500,0.305099,0.337368
5.272000,0.304673,0.337046
5.272500,0.304248,0.336725
5.273000,0.303823,0.336404
5.273500,0.303398,0.336083
5.274000,0.302973,0.335762
5.274500,0.302549,0.335441
5.275000,0.302125,0.335120
5.275500,0.301701,0.334800
5.276000,0.301278,0.334479
5.276500,0.300854,0.334159
5.277000,0.300431,0.333839
5.277500,0.300009,0.333519
5.278000,0.299586,0.333199
5.278500,0.299164,0.332879
5.279000,0.298742,0.332560
5.279500,0.298321,0.332240
5.280000,0.297899,0.331921
5.280500,0.297478,0.331602
5.281000,0.297057,0.331283
5.281500,0.296637,0.330964
5.282000,0.296217,0.330645
5.282500,0.295797,0.330327
5.283000,0.295377,0.330008
5.283500,0.294957,0.329690
5.284000,0.294538,0.329371
5.284500,0.294119,0.329053
5.285000,0.293701,0.328735
5.285500,0.293283,0.328418
5.286000,0.292864,0.328100
5.286500,0.292447,0.327782
5.287000,0.292029,0.327465
5.287500,0.291612,0.327148
5.288000,0.291195,0.326831
5.288500,0.290779,0.326514
5.289000,0.290362,0.326197
5.289500,0.289946,0.325880
5.290000,0.289530,0.325564
5.290500,0.289115,0.325247
5.291000,0.288700,0.324931
5.291500,0.288285,0.324615
5.292000,0.287870,0.324299
5.292500,0.287456,0.323983
5.293000,0.287041,0.323667
5.293500,0.286628,0.323352
5.294000,0.286214,0.323036
5.294500,0.285801,0.322721
5.295000,0.285388,0.322406
5.295500,0.284975,0.322091
5.296000,0.284563,0.321776
5.296500,0.284151,0.321462
5.297000,0.283739,0.321147
5.297500,0.283327,0.320833
5.298000,0.282916,0.320518
5.298500,0.282505,0.320204
5.299000,0.282095,0.319890
5.299500,0.281684,0.319577
5.300000,0.281274,0.319263
5.300500,0.280864,0.318950
5.301000,0.280455,0.318636
5.301500,0.280045,0.318323
5.302000,0.279637,0.318010
5.302500,0.279228,0.317697
5.303000,0.278820,0.317384
5.303500,0.278411,0.317072
5.304000,0.278004,0.316759
5.304500,0.277596,0.316447
5.305000,0.277189,0.316135
5.305500,0.276782,0.315823
5.306000,0.276376,0.315511
5.306500,0.275969,0.315199
5.307000,0.275563,0.314888
5.307500,0.275158,0.314577
5.308000,0.274752,0.314265
5.308500,0.274347,0.313954
5.309000,0.273942,0.313643
5.309500,0.273538,0.313333
5.310000,0.273133,0.313022
5.310500,0.272729,0.312712
5.311000,0.272326,0.312401
5.311500,0.271922,0.312091
5.312000,0.271519,0.311781
5.312500,0.271117,0.311472
5.313000,0.270714,0.311162
5.313500,0.270312,0.310852
5.314000,0.269910,0.310543
5.314500,0.269508,0.310234
5.315000,0.269107,0.309925
5.315500,0.268706,0.309616
5.316000,0.268306,0.309307
5.316500,0.267905,0.308999
5.317000,0.267505,0.308690
5.317500,0.267105,0.308382
5.318000,0.266706,0.308074
5.318500,0.266307,0.307766
5.319000,0.265908,0.307459
5.319500,0.265509,0.307151
5.320000,0.265111,0.306844
5.320500,0.264713,0.306536
5.321000,0.264315,0.306229
5.321500,0.263918,0.305922
5.322000,0.263521,0.305616
5.322500,0.263124,0.305309
5.323000,0.262728,0.305002
5.323500,0.262332,0.304696
5.324000,0.261936,0.304390
5.324500,0.261540,0.304084
5.325000,0.261145,0.303778
5.325500,0.260750,0.303473
5.326000,0.260356,0.303167
5.326500,0.259961,0.302862
5.327000,0.259567,0.302557
5.327500,0.259174,0.302252
5.328000,0.258780,0.301947
5.328500,0.258387,0.301643
5.329000,0.257994,0.301338
5.329500,0.257602,0.301034
5.330000,0.257210,0.300730
5.330500,0.256818,0.300426
5.331000,0.256426,0.300122
5.331500,0.256035,0.299819
5.332000,0.255644,0.299515
5.332500,0.255254,0.299212
5.333000,0.254863,0.298909
5.333500,0.254473,0.298606
5.334000,0.254084,0.298303
5.334500,0.253694,0.298001
5.335000,0.253305,0.297698
5.335500,0.252917,0.297396
5.336000,0.252528,0.297094
5.336500,0.252140,0.296792
5.337000,0.251752,0.296490
5.337500,0.251365,0.296189
5.338000,0.250978,0.295887
5.338500,0.250591,0.295586
5.339000,0.250204,0.295285
5.339500,0.249818,0.294984
5.340000,0.249432,0.294684
5.340500,0.249046,0.294383
5.341000,0.248661,0.294083
5.341500,0.248276,0.293783
5.342000,0.247892,0.293483
5.342500,0.247507,0.293183
5.343000,0.247123,0.292883
5.343500,0.246740,0.292584
5.344000,0.246356,0.292285
5.344500,0.245973,0.291985
5.345000,0.245590,0.291686
5.345500,0.245208,0.291388
5.346000,0.244826,0.291089
5.346500,0.244444,0.290791
5.347000,0.244063,0.290493
5.347500,0.243682,0.290195
5.348000,0.243301,0.289897
5.348500,0.242920,0.289599
5.349000,0.242540,0.289302
5.349500,0.242160,0.289004
5.350000,0.241781,0.288707
5.350500,0.241401,0.288410
5.351000,0.241022,0.288113
5.351500,0.240644,0.287817
5.352000,0.240266,0.287520
5.352500,0.239888,0.287224
5.353000,0.239510,0.286928
5.353500,0.239133,0.286632
5.354000,0.238756,0.286337
5.354500,0.238379,0.286041
5.355000,0.238003,0.285746
5.355500,0.237627,0.285451
5.356000,0.237251,0.285156
5.356500,0.236876,0.284861
5.357000,0.236501,0.284566
5.357500,0.236126,0.284272
5.358000,0.235752,0.283978
5.358500,0.235378,0.283684
5.359000,0.235004,0.283390
5.359500,0.234631,0.283096
5.360000,0.234258,0.282803
5.360500,0.233885,0.282510
5.361000,0.233512,0.282216
5.361500,0.233140,0.281924
5.362000,0.232769,0.281631
5.362500,0.232397,0.281338
5.363000,0.232026,0.281046
5.363500,0.231655,0.280754
5.364000,0.231285,0.280462
5.364500,0.230915,0.280170
5.365000,0.230545,0.279878
5.365500,0.230175,0.279587
5.366000,0.229806,0.279296
5.366500,0.229437,0.279005
5.367000,0.229069,0.278714
5.367500,0.228701,0.278423
5.368000,0.228333,0.278133
5.368500,0.227966,0.277843
5.369000,0.227598,0.277552
5.369500,0.227232,0.277263
5.370000,0.226865,0.276973
5.370500,0.226499,0.276683
5.371000,0.226133,0.276394
5.371500,0.225768,0.276105
5.372000,0.225403,0.275816
5.372500,0.225038,0.275527
5.373000,0.224673,0.275239
5.373500,0.224309,0.274950
5.374000,0.223945,0.274662
5.374500,0.223582,0.274374
5.375000,0.223219,0.274086
5.375500,0.222856,0.273799
5.376000,0.222493,0.273511
5.376500,0.222131,0.273224
5.377000,0.221769,0.272937
5.377500,0.221408,0.272650
5.378000,0.221047,0.272364
5.378500,0.220686,0.272077
5.379000,0.220326,0.271791
5.379500,0.219965,0.271505
5.380000,0.219606,0.271219
5.380500,0.219246,0.270934
5.381000,0.218887,0.270648
5.381500,0.218528,0.270363
5.382000,0.218170,0.270078
5.382500,0.217812,0.269793
5.383000,0.217454,0.269509
5.383500,0.217097,0.269224
5.384000,0.216739,0.268940
5.384500,0.216383,0.268656
5.385000,0.216026,0.268372
5.385500,0.215670,0.268088
5.386000,0.215314,0.267805
5.386500,0.214959,0.267522
5.387000,0.214604,0.267239
5.387500,0.214249,0.266956
5.388000,0.213895,0.266673
5.388500,0.213541,0.266391
5.389000,0.213187,0.266108
5.389500,0.212834,0.265826
5.390000,0.212481,0.265545
5.390500,0.212128,0.265263
5.391000,0.211776,0.264982
5.391500,0.211424,0.264700
5.392000,0.211072,0.264419
5.392500,0.210721,0.264138
5.393000,0.210370,0.263858
5.393500,0.210019,0.263577
