time(s),human_ankle_torque(Nm),exo_ankle_torque(Nm),ankle_gravity_torque(Nm)
5.264000,0.000000,0.633605,0.692982
5.264500,0.000000,0.632827,0.692415
5.265000,0.000000,0.632050,0.691849
5.265500,0.000000,0.631273,0.691282
5.266000,0.000000,0.630497,0.690717
5.266500,0.000000,0.629721,0.690151
5.267000,0.000000,0.628945,0.689585
5.267500,0.000000,0.628170,0.689020
5.268000,0.000000,0.627396,0.688455
5.268500,0.000000,0.626622,0.687890
5.269000,0.000000,0.625848,0.687325
5.269500,0.000000,0.625075,0.686761
5.270000,0.000000,0.624303,0.686197
5.270500,0.000000,0.623531,0.685633
5.271000,0.000000,0.622759,0.685069
5.271500,0.000000,0.621988,0.684505
5.272000,0.000000,0.621217,0.683942
5.272500,0.000000,0.620447,0.683379
5.273000,0.000000,0.619678,0.682816
5.273500,0.000000,0.618909,0.682254
5.274000,0.000000,0.618140,0.681691
5.274500,0.000000,0.617372,0.681129
5.275000,0.000000,0.616605,0.680567
5.275500,0.000000,0.615838,0.680005
5.276000,0.000000,0.615071,0.679444
5.276500,0.000000,0.614305,0.678883
5.277000,0.000000,0.613539,0.678321
5.277500,0.000000,0.612774,0.677761
5.278000,0.000000,0.612010,0.677200
5.278500,0.000000,0.611246,0.676640
5.279000,0.000000,0.610482,0.676080
5.279500,0.000000,0.609719,0.675520
5.280000,0.000000,0.608957,0.674960
5.280500,0.000000,0.608195,0.674401
5.281000,0.000000,0.607433,0.673841
5.281500,0.000000,0.606672,0.673283
5.282000,0.000000,0.605912,0.672724
5.282500,0.000000,0.605152,0.672165
5.283000,0.000000,0.604392,0.671607
5.283500,0.000000,0.603633,0.671049
5.284000,0.000000,0.602875,0.670491
5.284500,0.000000,0.602117,0.669934
5.285000,0.000000,0.601359,0.669377
5.285500,0.000000,0.600603,0.668820
5.286000,0.000000,0.599846,0.668263
5.286500,0.000000,0.599090,0.667706
5.287000,0.000000,0.598335,0.667150
5.287500,0.000000,0.597580,0.666594
5.288000,0.000000,0.596826,0.666038
5.288500,0.000000,0.596072,0.665482
5.289000,0.000000,0.595319,0.664927
5.289500,0.000000,0.594566,0.664372
5.290000,0.000000,0.593814,0.663817
5.290500,0.000000,0.593062,0.663263
5.291000,0.000000,0.592311,0.662708
5.291500,0.000000,0.591560,0.662154
5.292000,0.000000,0.590810,0.661600
5.292500,0.000000,0.590060,0.661047
5.293000,0.000000,0.589311,0.660493
5.293500,0.000000,0.588563,0.659940
5.294000,0.000000,0.587815,0.659387
5.294500,0.000000,0.587067,0.658835
5.295000,0.000000,0.586320,0.658282
5.295500,0.000000,0.585574,0.657730
5.296000,0.000000,0.584828,0.657178
5.296500,0.000000,0.584082,0.656627
5.297000,0.000000,0.583337,0.656075
5.297500,0.000000,0.582593,0.655524
5.298000,0.000000,0.581849,0.654974
5.298500,0.000000,0.581106,0.654423
5.299000,0.000000,0.580363,0.653873
5.299500,0.000000,0.579621,0.653323
5.300000,0.000000,0.578879,0.652773
5.300500,0.000000,0.578138,0.652223
5.301000,0.000000,0.577397,0.651674
5.301500,0.000000,0.576657,0.651125
5.302000,0.000000,0.575918,0.650576
5.302500,0.000000,0.575179,0.650028
5.303000,0.000000,0.574440,0.649480
5.303500,0.000000,0.573702,0.648932
5.304000,0.000000,0.572965,0.648384
5.304500,0.000000,0.572228,0.647836
5.305000,0.000000,0.571492,0.647289
5.305500,0.000000,0.570756,0.646742
5.306000,0.000000,0.570021,0.646196
5.306500,0.000000,0.569286,0.645649
5.307000,0.000000,0.568552,0.645103
5.307500,0.000000,0.567818,0.644557
5.308000,0.000000,0.567085,0.644012
5.308500,0.000000,0.566353,0.643466
5.309000,0.000000,0.565621,0.642921
5.309500,0.000000,0.564889,0.642377
5.310000,0.000000,0.564158,0.641832
5.310500,0.000000,0.563428,0.641288
5.311000,0.000000,0.562698,0.640744
5.311500,0.000000,0.561969,0.640200
5.312000,0.000000,0.561240,0.639657
5.312500,0.000000,0.560512,0.639114
5.313000,0.000000,0.559784,0.638571
5.313500,0.000000,0.559057,0.638028
5.314000,0.000000,0.558331,0.637486
5.314500,0.000000,0.557605,0.636944
5.315000,0.000000,0.556880,0.636402
5.315500,0.000000,0.556155,0.635860
5.316000,0.000000,0.555430,0.635319
5.316500,0.000000,0.554707,0.634778
5.317000,0.000000,0.553983,0.634238
5.317500,0.000000,0.553261,0.633697
5.318000,0.000000,0.552539,0.633157
5.318500,0.000000,0.551817,0.632617
5.319000,0.000000,0.551096,0.632078
5.319500,0.000000,0.550376,0.631538
5.320000,0.000000,0.549656,0.630999
5.320500,0.000000,0.548937,0.630461
5.321000,0.000000,0.548218,0.629922
5.321500,0.000000,0.547500,0.629384
5.322000,0.000000,0.546782,0.628846
5.322500,0.000000,0.546065,0.628309
5.323000,0.000000,0.545349,0.627771
5.323500,0.000000,0.544633,0.627234
5.324000,0.000000,0.543917,0.626698
5.324500,0.000000,0.543203,0.626161
5.325000,0.000000,0.542488,0.625625
5.325500,0.000000,0.541775,0.625089
5.326000,0.000000,0.541062,0.624554
5.326500,0.000000,0.540349,0.624018
5.327000,0.000000,0.539637,0.623483
5.327500,0.000000,0.538926,0.622949
5.328000,0.000000,0.538215,0.622414
5.328500,0.000000,0.537505,0.621880
5.329000,0.000000,0.536795,0.621346
5.329500,0.000000,0.536086,0.620813
5.330000,0.000000,0.535377,0.620280
5.330500,0.000000,0.534669,0.619747
5.331000,0.000000,0.533962,0.619214
5.331500,0.000000,0.533255,0.618682
5.332000,0.000000,0.532549,0.618150
5.332500,0.000000,0.531843,0.617618
5.333000,0.000000,0.531138,0.617086
5.333500,0.000000,0.530433,0.616555
5.334000,0.000000,0.529729,0.616024
5.334500,0.000000,0.529026,0.615494
5.335000,0.000000,0.528323,0.614963
5.335500,0.000000,0.527621,0.614433
5.336000,0.000000,0.526919,0.613904
5.336500,0.000000,0.526218,0.613374
5.337000,0.000000,0.525518,0.612845
5.337500,0.000000,0.524818,0.612316
5.338000,0.000000,0.524118,0.611788
5.338500,0.000000,0.523419,0.611260
5.339000,0.000000,0.522721,0.610732
5.339500,0.000000,0.522024,0.610204
5.340000,0.000000,0.521327,0.609677
5.340500,0.000000,0.520630,0.609150
5.341000,0.000000,0.519934,0.608623
5.341500,0.000000,0.519239,0.608097
5.342000,0.000000,0.518544,0.607571
5.342500,0.000000,0.517850,0.607045
5.343000,0.000000,0.517157,0.606519
5.343500,0.000000,0.516464,0.605994
5.344000,0.000000,0.515771,0.605469
5.344500,0.000000,0.515079,0.604945
5.345000,0.000000,0.514388,0.604421
5.345500,0.000000,0.513698,0.603897
5.346000,0.000000,0.513007,0.603373
5.346500,0.000000,0.512318,0.602850
5.347000,0.000000,0.511629,0.602327
5.347500,0.000000,0.510941,0.601804
5.348000,0.000000,0.510253,0.601282
5.348500,0.000000,0.509566,0.600760
5.349000,0.000000,0.508880,0.600238
5.349500,0.000000,0.508194,0.599716
5.350000,0.000000,0.507508,0.599195
5.350500,0.000000,0.506824,0.598674
5.351000,0.000000,0.506139,0.598154
5.351500,0.000000,0.505456,0.597634
5.352000,0.000000,0.504773,0.597114
5.352500,0.000000,0.504091,0.596594
5.353000,0.000000,0.503409,0.596075
5.353500,0.000000,0.502728,0.595556
5.354000,0.000000,0.502047,0.595038
5.354500,0.000000,0.501367,0.594519
5.355000,0.000000,0.500688,0.594001
5.355500,0.000000,0.500009,0.593484
5.356000,0.000000,0.499331,0.592966
5.356500,0.000000,0.498653,0.592449
5.357000,0.000000,0.497976,0.591933
5.357500,0.000000,0.497300,0.591416
5.358000,0.000000,0.496624,0.590900
5.358500,0.000000,0.495949,0.590384
5.359000,0.000000,0.495274,0.589869
5.359500,0.000000,0.494600,0.589354
5.360000,0.000000,0.493927,0.588839
5.360500,0.000000,0.493254,0.588325
5.361000,0.000000,0.492582,0.587811
5.361500,0.000000,0.491910,0.587297
5.362000,0.000000,0.491239,0.586783
5.362500,0.000000,0.490569,0.586270
5.363000,0.000000,0.489899,0.585757
5.363500,0.000000,0.489230,0.585245
5.364000,0.000000,0.488561,0.584733
5.364500,0.000000,0.487893,0.584221
5.365000,0.000000,0.487226,0.583709
5.365500,0.000000,0.486559,0.583198
5.366000,0.000000,0.485893,0.582687
5.366500,0.000000,0.485227,0.582177
5.367000,0.000000,0.484562,0.581667
5.367500,0.000000,0.483898,0.581157
5.368000,0.000000,0.483234,0.580647
5.368500,0.000000,0.482571,0.580138
5.369000,0.000000,0.481909,0.579629
5.369500,0.000000,0.481247,0.579121
5.370000,0.000000,0.480585,0.578612
5.370500,0.000000,0.479925,0.578105
5.371000,0.000000,0.479265,0.577597
5.371500,0.000000,0.478605,0.577090
5.372000,0.000000,0.477946,0.576583
5.372500,0.000000,0.477288,0.576076
5.373000,0.000000,0.476631,0.575570
5.373500,0.000000,0.475974,0.575064
5.374000,0.000000,0.475317,0.574559
5.374500,0.000000,0.474661,0.574054
5.375000,0.000000,0.474006,0.573549
5.375500,0.000000,0.473352,0.573044
5.376000,0.000000,0.472698,0.572540
5.376500,0.000000,0.472044,0.572036
5.377000,0.000000,0.471392,0.571533
5.377500,0.000000,0.470740,0.571030
5.378000,0.000000,0.470088,0.570527
5.378500,0.000000,0.469437,0.570024
5.379000,0.000000,0.468787,0.569522
5.379500,0.000000,0.468137,0.569020
5.380000,0.000000,0.467488,0.568519
5.380500,0.000000,0.466840,0.568018
5.381000,0.000000,0.466192,0.567517
5.381500,0.000000,0.465545,0.567017
5.382000,0.000000,0.464899,0.566517
5.382500,0.000000,0.464253,0.566017
5.383000,0.000000,0.463608,0.565517
5.383500,0.000000,0.462963,0.565018
5.384000,0.000000,0.462319,0.564520
5.384500,0.000000,0.461675,0.564021
5.385000,0.000000,0.461033,0.563523
5.385500,0.000000,0.460391,0.563026
5.386000,0.000000,0.459749,0.562528
5.386500,0.000000,0.459108,0.562031
5.387000,0.000000,0.458468,0.561535
5.387500,0.000000,0.457828,0.561038
5.388000,0.000000,0.457189,0.560543
5.388500,0.000000,0.456551,0.560047
5.389000,0.000000,0.455913,0.559552
5.389500,0.000000,0.455276,0.559057
5.390000,0.000000,0.454639,0.558562
5.390500,0.000000,0.454003,0.558068
5.391000,0.000000,0.453368,0.557574
5.391500,0.000000,0.452734,0.557081
5.392000,0.000000,0.452100,0.556588
5.392500,0.000000,0.451466,0.556095
5.393000,0.000000,0.450833,0.555603
5.393500,0.000000,0.450201,0.555110
5.394000,0.000000,0.449570,0.554619
5.394500,0.000000,0.448939,0.554127
5.395000,0.000000,0.448309,0.553636
5.395500,0.000000,0.447679,0.553146
5.396000,0.000000,0.447050,0.552655
5.396500,0.000000,0.446422,0.552166
5.397000,0.000000,0.445794,0.551676
5.397500,0.000000,0.445167,0.551187
5.398000,0.000000,0.444541,0.550698
5.398500,0.000000,0.443915,0.550209
5.399000,0.000000,0.443290,0.549721
5.399500,0.000000,0.442665,0.549233
5.400000,0.000000,0.442041,0.548746
5.400500,0.000000,0.441418,0.548259
5.401000,0.000000,0.440795,0.547772
5.401500,0.000000,0.440173,0.547286
5.402000,0.000000,0.439552,0.546800
5.402500,0.000000,0.438931,0.546314
5.403000,0.000000,0.438311,0.545829
5.403500,0.000000,0.437692,0.545344
5.404000,0.000000,0.437073,0.544860
5.404500,0.000000,0.436455,0.544375
5.405000,0.000000,0.435837,0.543892
5.405500,0.000000,0.435221,0.543408
5.406000,0.000000,0.434604,0.542925
5.406500,0.000000,0.433989,0.542442
5.407000,0.000000,0.433374,0.541960
5.407500,0.000000,0.432759,0.541478
5.408000,0.000000,0.432146,0.540996
5.408500,0.000000,0.431533,0.540515
5.409000,0.000000,0.430920,0.540034
5.409500,0.000000,0.430309,0.539554
5.410000,0.000000,0.429698,0.539073
5.410500,0.000000,0.429087,0.538594
5.411000,0.000000,0.428477,0.538114
5.411500,0.000000,0.427868,0.537635
5.412000,0.000000,0.427260,0.537156
5.412500,0.000000,0.426652,0.536678
5.413000,0.000000,0.426044,0.536200
5.413500,0.000000,0.425438,0.535723
5.414000,0.000000,0.424832,0.535245
5.414500,0.000000,0.424227,0.534769
5.415000,0.000000,0.423622,0.534292
5.415500,0.000000,0.423018,0.533816
5.416000,0.000000,0.422415,0.533340
5.416500,0.000000,0.421812,0.532865
5.417000,0.000000,0.421210,0.532390
5.417500,0.000000,0.420608,0.531915
5.418000,0.000000,0.420008,0.531441
5.418500,0.000000,0.419407,0.530967
5.419000,0.000000,0.418808,0.530494
5.419500,0.000000,0.418209,0.530021
5.420000,0.000000,0.417611,0.529548
5.420500,0.000000,0.417013,0.529075
5.421000,0.000000,0.416417,0.528603
5.421500,0.000000,0.415820,0.528132
5.422000,0.000000,0.415225,0.527661
5.422500,0.000000,0.414630,0.527190
5.423000,0.000000,0.414036,0.526719
5.423500,0.000000,0.413442,0.526249
5.424000,0.000000,0.412849,0.525779
5.424500,0.000000,0.412257,0.525310
5.425000,0.000000,0.411665,0.524841
5.425500,0.000000,0.411074,0.524373
5.426000,0.000000,0.410484,0.523904
5.426500,0.000000,0.409894,0.523436
5.427000,0.000000,0.409305,0.522969
5.427500,0.000000,0.408716,0.522502
5.428000,0.000000,0.408129,0.522035
5.428500,0.000000,0.407542,0.521569
5.429000,0.000000,0.406955,0.521103
5.429500,0.000000,0.406369,0.520637
5.430000,0.000000,0.405784,0.520172
5.430500,0.000000,0.405200,0.519708
5.431000,0.000000,0.404616,0.519243
5.431500,0.000000,0.404033,0.518779
5.432000,0.000000,0.403450,0.518315
5.432500,0.000000,0.402868,0.517852
5.433000,0.000000,0.402287,0.517389
5.433500,0.000000,0.401707,0.516927
5.434000,0.000000,0.401127,0.516465
5.434500,0.000000,0.400548,0.516003
5.435000,0.000000,0.399969,0.515542
5.435500,0.000000,0.399391,0.515081
5.436000,0.000000,0.398814,0.514620
5.436500,0.000000,0.398237,0.514160
5.437000,0.000000,0.397661,0.513700
5.437500,0.000000,0.397086,0.513241
5.438000,0.000000,0.396512,0.512782
5.438500,0.000000,0.395938,0.512323
5.439000,0.000000,0.395364,0.511865
5.439500,0.000000,0.394792,0.511407
5.440000,0.000000,0.394220,0.510950
5.440500,0.000000,0.393649,0.510493
5.441000,0.000000,0.393078,0.510036
5.441500,0.000000,0.392508,0.509580
5.442000,0.000000,0.391939,0.509124
5.442500,0.000000,0.391370,0.508668
5.443000,0.000000,0.390802,0.508213
5.443500,0.000000,0.390235,0.507759
5.444000,0.000000,0.389668,0.507304
5.444500,0.000000,0.389102,0.506850
5.445000,0.000000,0.388537,0.506397
5.445500,0.000000,0.387972,0.505944
5.446000,0.000000,0.387408,0.505491
5.446500,0.000000,0.386845,0.505039
5.447000,0.000000,0.386282,0.504587
5.447500,0.000000,0.385720,0.504135
5.448000,0.000000,0.385159,0.503684
5.448500,0.000000,0.384598,0.503233
5.449000,0.000000,0.384038,0.502783
5.449500,0.000000,0.383479,0.502333
5.450000,0.000000,0.382920,0.501883
5.450500,0.000000,0.382362,0.501434
5.451000,0.000000,0.381805,0.500985
5.451500,0.000000,0.381248,0.500537
5.452000,0.000000,0.380692,0.500089
5.452500,0.000000,0.380137,0.499641
5.453000,0.000000,0.379582,0.499194
5.453500,0.000000,0.379028,0.498747
5.454000,0.000000,0.378475,0.498301
5.454500,0.000000,0.377922,0.497855
5.455000,0.000000,0.377370,0.497409
5.455500,0.000000,0.376819,0.496964
5.456000,0.000000,0.376268,0.496519
5.456500,0.000000,0.375718,0.496075
5.457000,0.000000,0.375169,0.495631
5.457500,0.000000,0.374620,0.495187
5.458000,0.000000,0.374072,0.494744
5.458500,0.000000,0.373525,0.494301
5.459000,0.000000,0.372979,0.493859
5.459500,0.000000,0.372433,0.493417
5.460000,0.000000,0.371887,0.492975
5.460500,0.000000,0.371343,0.492534
5.461000,0.000000,0.370799,0.492093
5.461500,0.000000,0.370256,0.491653
5.462000,0.000000,0.369713,0.491213
5.462500,0.000000,0.369171,0.490773
5.463000,0.000000,0.368630,0.490334
5.463500,0.000000,0.368089,0.489895
5.464000,0.000000,0.367549,0.489457
5.464500,0.000000,0.367010,0.489019
5.465000,0.000000,0.366472,0.488581
5.465500,0.000000,0.365934,0.488144
5.466000,0.000000,0.365397,0.487707
5.466500,0.000000,0.364860,0.487271
5.467000,0.000000,0.364324,0.486835
5.467500,0.000000,0.363789,0.486399
5.468000,0.000000,0.363254,0.485964
5.468500,0.000000,0.362721,0.485530
5.469000,0.000000,0.362188,0.485095
5.469500,0.000000,0.361655,0.484661
5.470000,0.000000,0.361123,0.484228
5.470500,0.000000,0.360592,0.483795
5.471000,0.000000,0.360062,0.483362
5.471500,0.000000,0.359532,0.482930
5.472000,0.000000,0.359003,0.482498
5.472500,0.000000,0.358474,0.482067
5.473000,0.000000,0.357947,0.481635
5.473500,0.000000,0.357420,0.481205
5.474000,0.000000,0.356893,0.480775
5.474500,0.000000,0.356368,0.480345
5.475000,0.000000,0.355843,0.479915
5.475500,0.000000,0.355318,0.479486
5.476000,0.000000,0.354795,0.479058
5.476500,0.000000,0.354272,0.478630
5.477000,0.000000,0.353749,0.478202
5.477500,0.000000,0.353228,0.477775
5.478000,0.000000,0.352707,0.477348
5.478500,0.000000,0.352186,0.476921
5.479000,0.000000,0.351667,0.476495
5.479500,0.000000,0.351148,0.476069
5.480000,0.000000,0.350630,0.475644
5.480500,0.000000,0.350112,0.475219
5.481000,0.000000,0.349595,0.474795
5.481500,0.000000,0.349079,0.474371
5.482000,0.000000,0.348564,0.473947
5.482500,0.000000,0.348049,0.473524
5.483000,0.000000,0.347535,0.473101
5.483500,0.000000,0.347021,0.472679
5.484000,0.000000,0.346508,0.472257
5.484500,0.000000,0.345996,0.471835
5.485000,0.000000,0.345485,0.471414
5.485500,0.000000,0.344974,0.470994
5.486000,0.000000,0.344464,0.470573
5.486500,0.000000,0.343955,0.470154
5.487000,0.000000,0.343446,0.469734
5.487500,0.000000,0.342938,0.469315
5.488000,0.000000,0.342431,0.468896
5.488500,0.000000,0.341924,0.468478
5.489000,0.000000,0.341418,0.468060
5.489500,0.000000,0.340913,0.467643
5.490000,0.000000,0.340408,0.467226
5.490500,0.000000,0.339904,0.466810
5.491000,0.000000,0.339401,0.466394
5.491500,0.000000,0.338898,0.465978
5.492000,0.000000,0.338397,0.465563
5.492500,0.000000,0.337895,0.465148
5.493000,0.000000,0.337395,0.464733
5.493500,0.000000,0.336895,0.464319
5.494000,0.000000,0.336396,0.463906
5.494500,0.000000,0.335898,0.463493
5.495000,0.000000,0.335400,0.463080
5.495500,0.000000,0.334903,0.462668
5.496000,0.000000,0.334406,0.462256
5.496500,0.000000,0.333911,0.461844
5.497000,0.000000,0.333416,0.461433
5.497500,0.000000,0.332921,0.461023
5.498000,0.000000,0.332428,0.460613
5.498500,0.000000,0.331935,0.460203
5.499000,0.000000,0.331442,0.459793
5.499500,0.000000,0.330951,0.459385
5.500000,0.000000,0.330460,0.458976
5.500500,0.000000,0.329970,0.458568
5.501000,0.000000,0.329480,0.458160
5.501500,0.000000,0.328991,0.457753
5.502000,0.000000,0.328503,0.457346
5.502500,0.000000,0.328016,0.456940
5.503000,0.000000,0.327529,0.456534
5.503500,0.000000,0.327043,0.456128
5.504000,0.000000,0.326558,0.455723
5.504500,0.000000,0.326073,0.455319
5.505000,0.000000,0.325589,0.454914
5.505500,0.000000,0.325105,0.454511
5.506000,0.000000,0.324623,0.454107
5.506500,0.000000,0.324141,0.453704
5.507000,0.000000,0.323660,0.453302
5.507500,0.000000,0.323179,0.452900
5.508000,0.000000,0.322699,0.452498
5.508500,0.000000,0.322220,0.452097
5.509000,0.000000,0.321741,0.451696
5.509500,0.000000,0.321264,0.451296
5.510000,0.000000,0.320786,0.450896
5.510500,0.000000,0.320310,0.450496
5.511000,0.000000,0.319834,0.450097
5.511500,0.000000,0.319359,0.449698
5.512000,0.000000,0.318885,0.449300
5.512500,0.000000,0.318411,0.448902
5.513000,0.000000,0.317938,0.448505
5.513500,0.000000,0.317466,0.448108
5.514000,0.000000,0.316994,0.447711
5.514500,0.000000,0.316523,0.447315
5.515000,0.000000,0.316053,0.446920
5.515500,0.000000,0.315583,0.446524
5.516000,0.000000,0.315115,0.446130
5.516500,0.000000,0.314646,0.445735
5.517000,0.000000,0.314179,0.445341
5.517500,0.000000,0.313712,0.444948
5.518000,0.000000,0.313246,0.444555
5.518500,0.000000,0.312781,0.444162
5.519000,0.000000,0.312316,0.443770
5.519500,0.000000,0.311852,0.443378
5.520000,0.000000,0.311388,0.442987
5.520500,0.000000,0.310926,0.442596
5.521000,0.000000,0.310464,0.442206
5.521500,0.000000,0.310003,0.441816
5.522000,0.000000,0.309542,0.441426
5.522500,0.000000,0.309082,0.441037
5.523000,0.000000,0.308623,0.440648
5.523500,0.000000,0.308164,0.440260
5.524000,0.000000,0.307707,0.439872
5.524500,0.000000,0.307249,0.439484
5.525000,0.000000,0.306793,0.439097
5.525500,0.000000,0.306337,0.438711
5.526000,0.000000,0.305882,0.438325
5.526500,0.000000,0.305428,0.437939
5.527000,0.000000,0.304974,0.437554
5.527500,0.000000,0.304521,0.437169
5.528000,0.000000,0.304069,0.436785
5.528500,0.000000,0.303617,0.436401
5.529000,0.000000,0.303167,0.436017
5.529500,0.000000,0.302716,0.435634
5.530000,0.000000,0.302267,0.435252
5.530500,0.000000,0.301818,0.434869
5.531000,0.000000,0.301370,0.434488
5.531500,0.000000,0.300922,0.434106
5.532000,0.000000,0.300476,0.433725
5.532500,0.000000,0.300030,0.433345
5.533000,0.000000,0.299584,0.432965
5.533500,0.000000,0.299140,0.432585
5.534000,0.000000,0.298696,0.432206
5.534500,0.000000,0.298252,0.431828
5.535000,0.000000,0.297810,0.431449
5.535500,0.000000,0.297368,0.431072
5.536000,0.000000,0.296927,0.430694
5.536500,0.000000,0.296486,0.430317
5.537000,0.000000,0.296047,0.429941
5.537500,0.000000,0.295607,0.429565
5.538000,0.000000,0.295169,0.429189
5.538500,0.000000,0.294731,0.428814
5.539000,0.000000,0.294294,0.428439
5.539500,0.000000,0.293858,0.428065
5.540000,0.000000,0.293422,0.427691
5.540500,0.000000,0.292987,0.427318
5.541000,0.000000,0.292553,0.426945
5.541500,0.000000,0.292120,0.426572
5.542000,0.000000,0.291687,0.426200
5.542500,0.000000,0.291254,0.425829
5.543000,0.000000,0.290823,0.425457
5.543500,0.000000,0.290392,0.425087
5.544000,0.000000,0.289962,0.424716
5.544500,0.000000,0.289533,0.424346
5.545000,0.000000,0.289104,0.423977
5.545500,0.000000,0.288676,0.423608
5.546000,0.000000,0.288249,0.423239
5.546500,0.000000,0.287822,0.422871
5.547000,0.000000,0.287396,0.422504
5.547500,0.000000,0.286971,0.422137
5.548000,0.000000,0.286546,0.421770
5.548500,0.000000,0.286123,0.421403
5.549000,0.000000,0.285699,0.421038
5.549500,0.000000,0.285277,0.420672
5.550000,0.000000,0.284855,0.420307
5.550500,0.000000,0.284434,0.419943
5.551000,0.000000,0.284014,0.419578
5.551500,0.000000,0.283594,0.419215
5.552000,0.000000,0.283175,0.418852
5.552500,0.000000,0.282757,0.418489
5.553000,0.000000,0.282339,0.418127
5.553500,0.000000,0.281922,0.417765
5.554000,0.000000,0.281506,0.417403
5.554500,0.000000,0.281091,0.417042
5.555000,0.000000,0.280676,0.416682
5.555500,0.000000,0.280262,0.416322
5.556000,0.000000,0.279848,0.415962
5.556500,0.000000,0.279436,0.415603
5.557000,0.000000,0.279024,0.415244
5.557500,0.000000,0.278612,0.414886
5.558000,0.000000,0.278202,0.414528
5.558500,0.000000,0.277792,0.414170
5.559000,0.000000,0.277382,0.413813
5.559500,0.000000,0.276974,0.413457
5.560000,0.000000,0.276566,0.413101
5.560500,0.000000,0.276159,0.412745
5.561000,0.000000,0.275752,0.412390
5.561500,0.000000,0.275347,0.412035
5.562000,0.000000,0.274941,0.411681
5.562500,0.000000,0.274537,0.411327
5.563000,0.000000,0.274133,0.410974
5.563500,0.000000,0.273730,0.410621
5.564000,0.000000,0.273328,0.410268
5.564500,0.000000,0.272926,0.409916
5.565000,0.000000,0.272525,0.409565
5.565500,0.000000,0.272125,0.409214
5.566000,0.000000,0.271726,0.408863
5.566500,0.000000,0.271327,0.408513
5.567000,0.000000,0.270929,0.408163
5.567500,0.000000,0.270531,0.407814
5.568000,0.000000,0.270135,0.407465
5.568500,0.000000,0.269739,0.407116
5.569000,0.000000,0.269343,0.406768
5.569500,0.000000,0.268949,0.406421
5.570000,0.000000,0.268555,0.406074
5.570500,0.000000,0.268161,0.405727
5.571000,0.000000,0.267769,0.405381
5.571500,0.000000,0.267377,0.405035
5.572000,0.000000,0.266986,0.404690
5.572500,0.000000,0.266595,0.404345
5.573000,0.000000,0.266205,0.404000
5.573500,0.000000,0.265816,0.403656
5.574000,0.000000,0.265428,0.403313
5.574500,0.000000,0.265040,0.402970
5.575000,0.000000,0.264653,0.402627
5.575500,0.000000,0.264267,0.402285
5.576000,0.000000,0.263881,0.401944
5.576500,0.000000,0.263496,0.401602
5.577000,0.000000,0.263112,0.401261
5.577500,0.000000,0.262728,0.400921
5.578000,0.000000,0.262346,0.400581
5.578500,0.000000,0.261963,0.400242
5.579000,0.000000,0.261582,0.399903
5.579500,0.000000,0.261201,0.399564
5.580000,0.000000,0.260821,0.399226
5.580500,0.000000,0.260442,0.398889
5.581000,0.000000,0.260063,0.398551
5.581500,0.000000,0.259685,0.398215
5.582000,0.000000,0.259308,0.397878
5.582500,0.000000,0.258931,0.397543
5.583000,0.000000,0.258555,0.397207
5.583500,0.000000,0.258180,0.396872
5.584000,0.000000,0.257805,0.396538
5.584500,0.000000,0.257432,0.396204
5.585000,0.000000,0.257058,0.395870
5.585500,0.000000,0.256686,0.395537
5.586000,0.000000,0.256314,0.395205
5.586500,0.000000,0.255943,0.394872
5.587000,0.000000,0.255573,0.394541
5.587500,0.000000,0.255203,0.394209
5.588000,0.000000,0.254834,0.393879
5.588500,0.000000,0.254466,0.393548
5.589000,0.000000,0.254098,0.393218
5.589500,0.000000,0.253731,0.392889
5.590000,0.000000,0.253365,0.392560
5.590500,0.000000,0.253000,0.392231
5.591000,0.000000,0.252635,0.391903
5.591500,0.000000,0.252271,0.391576
5.592000,0.000000,0.251907,0.391248
5.592500,0.000000,0.251545,0.390922
5.593000,0.000000,0.251183,0.390595
5.593500,0.000000,0.250821,0.390270
5.594000,0.000000,0.250461,0.389944
5.594500,0.000000,0.250101,0.389619
5.595000,0.000000,0.249741,0.389295
5.595500,0.000000,0.249383,0.388971
5.596000,0.000000,0.249025,0.388647
5.596500,0.000000,0.248668,0.388324
5.597000,0.000000,0.248311,0.388002
5.597500,0.000000,0.247955,0.387679
5.598000,0.000000,0.247600,0.387358
5.598500,0.000000,0.247246,0.387036
5.599000,0.000000,0.246892,0.386716
5.599500,0.000000,0.246539,0.386395
5.600000,0.000000,0.246187,0.386075
5.600500,0.000000,0.245835,0.385756
5.601000,0.000000,0.245484,0.385437
5.601500,0.000000,0.245134,0.385118
5.602000,0.000000,0.244784,0.384800
5.602500,0.000000,0.244435,0.384483
5.603000,0.000000,0.244087,0.384166
5.603500,0.000000,0.243740,0.383849
5.604000,0.000000,0.243393,0.383533
5.604500,0.000000,0.243047,0.383217
5.605000,0.000000,0.242701,0.382901
5.605500,0.000000,0.242357,0.382587
5.606000,0.000000,0.242012,0.382272
5.606500,0.000000,0.241669,0.381958
5.607000,0.000000,0.241326,0.381645
5.607500,0.000000,0.240984,0.381332
5.608000,0.000000,0.240643,0.381019
5.608500,0.000000,0.240303,0.380707
5.609000,0.000000,0.239963,0.380395
5.609500,0.000000,0.239623,0.380084
5.610000,0.000000,0.239285,0.379773
5.610500,0.000000,0.238947,0.379463
5.611000,0.000000,0.238610,0.379153
5.611500,0.000000,0.238274,0.378844
5.612000,0.000000,0.237938,0.378535
