time(s),hip_angle(deg),hip_velocity(deg/s)
0.893500,1.040654,-2.769956
0.894000,1.039269,-2.770703
0.894500,1.037883,-2.771445
0.895000,1.036497,-2.772182
0.895500,1.035111,-2.772914
0.896000,1.033724,-2.773642
0.896500,1.032337,-2.774365
0.897000,1.030949,-2.775083
0.897500,1.029561,-2.775797
0.898000,1.028173,-2.776506
0.898500,1.026784,-2.777210
0.899000,1.025395,-2.777910
0.899500,1.024006,-2.778605
0.900000,1.022616,-2.779295
0.900500,1.021226,-2.779981
0.901000,1.019836,-2.780662
0.901500,1.018445,-2.781339
0.902000,1.017054,-2.782010
0.902500,1.015663,-2.782677
0.903000,1.014271,-2.783340
0.903500,1.012879,-2.783997
0.904000,1.011487,-2.784651
0.904500,1.010094,-2.785299
0.905000,1.008701,-2.785943
0.905500,1.007308,-2.786582
0.906000,1.005915,-2.787217
0.906500,1.004521,-2.787847
0.907000,1.003126,-2.788472
0.907500,1.001732,-2.789092
0.908000,1.000337,-2.789709
0.908500,0.998942,-2.790320
0.909000,0.997546,-2.790927
0.909500,0.996151,-2.791529
0.910000,0.994755,-2.792127
0.910500,0.993358,-2.792719
0.911000,0.991961,-2.793308
0.911500,0.990565,-2.793892
0.912000,0.989167,-2.794471
0.912500,0.987770,-2.795045
0.913000,0.986372,-2.795615
0.913500,0.984974,-2.796181
0.914000,0.983576,-2.796741
0.914500,0.982177,-2.797298
0.915000,0.980778,-2.797849
0.915500,0.979379,-2.798396
0.916000,0.977979,-2.798939
0.916500,0.976580,-2.799477
0.917000,0.975180,-2.800010
0.917500,0.973779,-2.800539
0.918000,0.972379,-2.801063
0.918500,0.970978,-2.801582
0.919000,0.969577,-2.802097
0.919500,0.968176,-2.802608
0.920000,0.966774,-2.803114
0.920500,0.965372,-2.803615
0.921000,0.963970,-2.804112
0.921500,0.962568,-2.804604
0.922000,0.961165,-2.805092
0.922500,0.959763,-2.805575
0.923000,0.958360,-2.806054
0.923500,0.956956,-2.806528
0.924000,0.955553,-2.806997
0.924500,0.954149,-2.807462
0.925000,0.952745,-2.807923
0.925500,0.951341,-2.808379
0.926000,0.949936,-2.808830
0.926500,0.948532,-2.809277
0.927000,0.947127,-2.809720
0.927500,0.945722,-2.810158
0.928000,0.944317,-2.810591
0.928500,0.942911,-2.811020
0.929000,0.941505,-2.811444
0.929500,0.940099,-2.811864
0.930000,0.938693,-2.812280
0.930500,0.937287,-2.812691
0.931000,0.935880,-2.813097
0.931500,0.934474,-2.813499
0.932000,0.933067,-2.813896
0.932500,0.931660,-2.814289
0.933000,0.930252,-2.814678
0.933500,0.928845,-2.815062
0.934000,0.927437,-2.815441
0.934500,0.926029,-2.815816
0.935000,0.924621,-2.816187
0.935500,0.923213,-2.816553
0.936000,0.921804,-2.816915
0.936500,0.920396,-2.817272
0.937000,0.918987,-2.817625
0.937500,0.917578,-2.817973
0.938000,0.916169,-2.818317
0.938500,0.914759,-2.818657
0.939000,0.913350,-2.818991
0.939500,0.911940,-2.819322
0.940000,0.910530,-2.819648
0.940500,0.909120,-2.819970
0.941000,0.907710,-2.820287
0.941500,0.906300,-2.820600
0.942000,0.904889,-2.820908
0.942500,0.903479,-2.821212
0.943000,0.902068,-2.821512
0.943500,0.900657,-2.821807
0.944000,0.899246,-2.822098
0.944500,0.897835,-2.822384
0.945000,0.896424,-2.822666
0.945500,0.895012,-2.822943
0.946000,0.893601,-2.823217
0.946500,0.892189,-2.823485
0.947000,0.890777,-2.823750
0.947500,0.889365,-2.824010
0.948000,0.887953,-2.824265
0.948500,0.886540,-2.824516
0.949000,0.885128,-2.824763
0.949500,0.883716,-2.825006
0.950000,0.882303,-2.825244
0.950500,0.880890,-2.825477
0.951000,0.879477,-2.825707
0.951500,0.878064,-2.825932
0.952000,0.876651,-2.826152
0.952500,0.875238,-2.826369
0.953000,0.873825,-2.826580
0.953500,0.872411,-2.826788
0.954000,0.870998,-2.826991
0.954500,0.869584,-2.827190
0.955000,0.868171,-2.827385
0.955500,0.866757,-2.827575
0.956000,0.865343,-2.827761
0.956500,0.863929,-2.827942
0.957000,0.862515,-2.828119
0.957500,0.861101,-2.828292
0.958000,0.859687,-2.828461
0.958500,0.858272,-2.828625
0.959000,0.856858,-2.828785
0.959500,0.855443,-2.828940
0.960000,0.854029,-2.829092
0.960500,0.852614,-2.829239
0.961000,0.851200,-2.829381
0.961500,0.849785,-2.829520
0.962000,0.848370,-2.829654
0.962500,0.846955,-2.829784
0.963000,0.845540,-2.829909
0.963500,0.844125,-2.830031
0.964000,0.842710,-2.830148
0.964500,0.841295,-2.830260
0.965000,0.839880,-2.830369
0.965500,0.838465,-2.830473
0.966000,0.837049,-2.830573
0.966500,0.835634,-2.830668
0.967000,0.834219,-2.830760
0.967500,0.832803,-2.830847
0.968000,0.831388,-2.830930
0.968500,0.829972,-2.831008
0.969000,0.828557,-2.831083
0.969500,0.827141,-2.831153
0.970000,0.825725,-2.831219
0.970500,0.824310,-2.831280
0.971000,0.822894,-2.831338
0.971500,0.821478,-2.831391
0.972000,0.820063,-2.831440
0.972500,0.818647,-2.831485
0.973000,0.817231,-2.831525
0.973500,0.815815,-2.831561
0.974000,0.814400,-2.831593
0.974500,0.812984,-2.831621
0.975000,0.811568,-2.831645
0.975500,0.810152,-2.831664
0.976000,0.808736,-2.831680
0.976500,0.807320,-2.831691
0.977000,0.805905,-2.831698
0.977500,0.804489,-2.831700
0.978000,0.803073,-2.831699
0.978500,0.801657,-2.831693
0.979000,0.800241,-2.831683
0.979500,0.798825,-2.831669
0.980000,0.797410,-2.831651
0.980500,0.795994,-2.831629
0.981000,0.794578,-2.831602
0.981500,0.793162,-2.831572
0.982000,0.791746,-2.831537
0.982500,0.790331,-2.831498
0.983000,0.788915,-2.831455
0.983500,0.787499,-2.831407
0.984000,0.786084,-2.831356
0.984500,0.784668,-2.831300
0.985000,0.783252,-2.831241
0.985500,0.781837,-2.831177
0.986000,0.780421,-2.831109
0.986500,0.779006,-2.831037
0.987000,0.777590,-2.830961
0.987500,0.776175,-2.830880
0.988000,0.774759,-2.830796
0.988500,0.773344,-2.830707
0.989000,0.771929,-2.830615
0.989500,0.770513,-2.830518
0.990000,0.769098,-2.830417
0.990500,0.767683,-2.830312
0.991000,0.766268,-2.830203
0.991500,0.764853,-2.830090
0.992000,0.763438,-2.829973
0.992500,0.762023,-2.829852
0.993000,0.760608,-2.829726
0.993500,0.759193,-2.829597
0.994000,0.757779,-2.829463
0.994500,0.756364,-2.829326
0.995000,0.754949,-2.829184
0.995500,0.753535,-2.829038
0.996000,0.752120,-2.828889
0.996500,0.750706,-2.828735
0.997000,0.749292,-2.828577
0.997500,0.747877,-2.828415
0.998000,0.746463,-2.828249
0.998500,0.745049,-2.828079
0.999000,0.743635,-2.827905
0.999500,0.742221,-2.827727
1.000000,0.740808,-2.827545
1.000500,0.739394,-2.827359
1.001000,0.737980,-2.827169
1.001500,0.736567,-2.826974
1.002000,0.735154,-2.826776
1.002500,0.733740,-2.826574
1.003000,0.732327,-2.826368
1.003500,0.730914,-2.826158
1.004000,0.729501,-2.825944
1.004500,0.728088,-2.825726
1.005000,0.726675,-2.825503
1.005500,0.725263,-2.825277
1.006000,0.723850,-2.825047
1.006500,0.722438,-2.824813
1.007000,0.721026,-2.824575
1.007500,0.719613,-2.824333
1.008000,0.718201,-2.824087
1.008500,0.716789,-2.823837
1.009000,0.715378,-2.823583
1.009500,0.713966,-2.823325
1.010000,0.712554,-2.823063
1.010500,0.711143,-2.822797
1.011000,0.709732,-2.822528
1.011500,0.708321,-2.822254
1.012000,0.706910,-2.821976
1.012500,0.705499,-2.821695
1.013000,0.704088,-2.821409
1.013500,0.702678,-2.821120
1.014000,0.701267,-2.820826
1.014500,0.699857,-2.820529
1.015000,0.698447,-2.820228
1.015500,0.697037,-2.819923
1.016000,0.695627,-2.819614
1.016500,0.694217,-2.819301
1.017000,0.692808,-2.818984
1.017500,0.691399,-2.818663
1.018000,0.689989,-2.818339
1.018500,0.688580,-2.818010
1.019000,0.687172,-2.817678
1.019500,0.685763,-2.817342
1.020000,0.684354,-2.817002
1.020500,0.682946,-2.816658
1.021000,0.681538,-2.816310
1.021500,0.680130,-2.815958
1.022000,0.678722,-2.815602
1.022500,0.677314,-2.815243
1.023000,0.675907,-2.814879
1.023500,0.674500,-2.814512
1.024000,0.673093,-2.814141
1.024500,0.671686,-2.813766
1.025000,0.670279,-2.813388
1.025500,0.668873,-2.813005
1.026000,0.667466,-2.812619
1.026500,0.666060,-2.812228
1.027000,0.664654,-2.811834
1.027500,0.663249,-2.811437
1.028000,0.661843,-2.811035
1.028500,0.660438,-2.810629
1.029000,0.659033,-2.810220
1.029500,0.657628,-2.809807
1.030000,0.656223,-2.809390
1.030500,0.654819,-2.808969
1.031000,0.653414,-2.808545
1.031500,0.652010,-2.808116
1.032000,0.650606,-2.807684
1.032500,0.649203,-2.807248
1.033000,0.647799,-2.806809
1.033500,0.646396,-2.806365
1.034000,0.644993,-2.805918
1.034500,0.643590,-2.805467
1.035000,0.642188,-2.805012
1.035500,0.640786,-2.804554
1.036000,0.639384,-2.804092
1.036500,0.637982,-2.803626
1.037000,0.636580,-2.803156
1.037500,0.635179,-2.802682
1.038000,0.633778,-2.802205
1.038500,0.632377,-2.801724
1.039000,0.630976,-2.801240
1.039500,0.629576,-2.800751
1.040000,0.628176,-2.800259
1.040500,0.626776,-2.799763
1.041000,0.625376,-2.799263
1.041500,0.623977,-2.798760
1.042000,0.622578,-2.798253
1.042500,0.621179,-2.797742
1.043000,0.619780,-2.797228
1.043500,0.618382,-2.796710
1.044000,0.616984,-2.796188
1.044500,0.615586,-2.795662
1.045000,0.614188,-2.795133
1.045500,0.612791,-2.794600
1.046000,0.611394,-2.794064
1.046500,0.609997,-2.793524
1.047000,0.608601,-2.792980
1.047500,0.607205,-2.792432
1.048000,0.605809,-2.791881
1.048500,0.604413,-2.791326
1.049000,0.603018,-2.790767
1.049500,0.601623,-2.790205
1.050000,0.600228,-2.789639
1.050500,0.598833,-2.789070
1.051000,0.597439,-2.788497
1.051500,0.596045,-2.787920
1.052000,0.594651,-2.787340
1.052500,0.593258,-2.786755
1.053000,0.591865,-2.786168
1.053500,0.590472,-2.785577
1.054000,0.589080,-2.784982
1.054500,0.587687,-2.784383
1.055000,0.586296,-2.783781
1.055500,0.584904,-2.783175
1.056000,0.583513,-2.782566
1.056500,0.582122,-2.781953
1.057000,0.580731,-2.781337
1.057500,0.579341,-2.780717
1.058000,0.577951,-2.780093
1.058500,0.576561,-2.779466
1.059000,0.575171,-2.778835
1.059500,0.573782,-2.778200
1.060000,0.572394,-2.777562
1.060500,0.571005,-2.776921
1.061000,0.569617,-2.776276
1.061500,0.568229,-2.775627
1.062000,0.566842,-2.774975
1.062500,0.565454,-2.774319
1.063000,0.564068,-2.773660
1.063500,0.562681,-2.772997
1.064000,0.561295,-2.772331
1.064500,0.559909,-2.771661
1.065000,0.558524,-2.770987
1.065500,0.557139,-2.770310
1.066000,0.555754,-2.769630
1.066500,0.554369,-2.768946
1.067000,0.552985,-2.768258
1.067500,0.551601,-2.767567
1.068000,0.550218,-2.766873
1.068500,0.548835,-2.766175
1.069000,0.547452,-2.765473
1.069500,0.546070,-2.764768
1.070000,0.544688,-2.764060
1.070500,0.543306,-2.763348
1.071000,0.541925,-2.762633
1.071500,0.540544,-2.761914
1.072000,0.539163,-2.761191
1.072500,0.537783,-2.760465
1.073000,0.536403,-2.759736
1.073500,0.535024,-2.759003
1.074000,0.533644,-2.758267
1.074500,0.532266,-2.757527
1.075000,0.530887,-2.756784
1.075500,0.529509,-2.756038
1.076000,0.528132,-2.755287
1.076500,0.526754,-2.754534
1.077000,0.525377,-2.753777
1.077500,0.524001,-2.753017
1.078000,0.522625,-2.752253
1.078500,0.521249,-2.751486
1.079000,0.519874,-2.750715
1.079500,0.518499,-2.749941
1.080000,0.517124,-2.749164
1.080500,0.515750,-2.748383
1.081000,0.514376,-2.747599
1.081500,0.513003,-2.746811
1.082000,0.511630,-2.746020
1.082500,0.510257,-2.745226
1.083000,0.508885,-2.744428
1.083500,0.507513,-2.743627
1.084000,0.506142,-2.742823
1.084500,0.504771,-2.742015
1.085000,0.503400,-2.741203
1.085500,0.502030,-2.740389
1.086000,0.500660,-2.739571
1.086500,0.499291,-2.738749
1.087000,0.497922,-2.737925
1.087500,0.496553,-2.737097
1.088000,0.495185,-2.736265
1.088500,0.493817,-2.735431
1.089000,0.492450,-2.734593
1.089500,0.491083,-2.733751
1.090000,0.489717,-2.732907
1.090500,0.488351,-2.732059
1.091000,0.486985,-2.731207
1.091500,0.485620,-2.730353
1.092000,0.484255,-2.729495
1.092500,0.482891,-2.728633
1.093000,0.481527,-2.727769
1.093500,0.480163,-2.726901
1.094000,0.478800,-2.726030
1.094500,0.477438,-2.725155
1.095000,0.476076,-2.724278
1.095500,0.474714,-2.723397
1.096000,0.473353,-2.722512
1.096500,0.471992,-2.721625
1.097000,0.470632,-2.720734
1.097500,0.469272,-2.719840
1.098000,0.467912,-2.718943
1.098500,0.466553,-2.718042
1.099000,0.465195,-2.717138
1.099500,0.463837,-2.716231
1.100000,0.462479,-2.715321
1.100500,0.461122,-2.714407
1.101000,0.459765,-2.713490
1.101500,0.458409,-2.712570
1.102000,0.457053,-2.711647
1.102500,0.455697,-2.710720
1.103000,0.454343,-2.709791
1.103500,0.452988,-2.708858
1.104000,0.451634,-2.707922
1.104500,0.450281,-2.706982
1.105000,0.448928,-2.706040
1.105500,0.447575,-2.705094
1.106000,0.446223,-2.704145
1.106500,0.444871,-2.703193
1.107000,0.443520,-2.702238
1.107500,0.442170,-2.701279
1.108000,0.440820,-2.700317
1.108500,0.439470,-2.699353
1.109000,0.438121,-2.698385
1.109500,0.436772,-2.697413
1.110000,0.435424,-2.696439
1.110500,0.434076,-2.695462
1.111000,0.432729,-2.694481
1.111500,0.431382,-2.693497
1.112000,0.430036,-2.692510
1.112500,0.428690,-2.691520
1.113000,0.427345,-2.690527
1.113500,0.426000,-2.689530
1.114000,0.424656,-2.688531
1.114500,0.423312,-2.687528
1.115000,0.421969,-2.686523
1.115500,0.420626,-2.685514
1.116000,0.419284,-2.684502
1.116500,0.417942,-2.683487
1.117000,0.416601,-2.682469
1.117500,0.415260,-2.681447
1.118000,0.413920,-2.680423
1.118500,0.412580,-2.679396
1.119000,0.411241,-2.678365
1.119500,0.409902,-2.677331
1.120000,0.408564,-2.676295
1.120500,0.407226,-2.675255
1.121000,0.405889,-2.674212
1.121500,0.404553,-2.673166
1.122000,0.403217,-2.672117
1.122500,0.401881,-2.671065
1.123000,0.400546,-2.670010
1.123500,0.399212,-2.668952
1.124000,0.397878,-2.667891
1.124500,0.396544,-2.666827
1.125000,0.395211,-2.665759
1.125500,0.393879,-2.664689
1.126000,0.392547,-2.663616
1.126500,0.391216,-2.662540
1.127000,0.389885,-2.661460
1.127500,0.388555,-2.660378
1.128000,0.387225,-2.659292
1.128500,0.385896,-2.658204
1.129000,0.384568,-2.657113
1.129500,0.383240,-2.656018
1.130000,0.381912,-2.654921
1.130500,0.380585,-2.653821
1.131000,0.379259,-2.652717
1.131500,0.377933,-2.651611
1.132000,0.376608,-2.650502
1.132500,0.375283,-2.649389
1.133000,0.373959,-2.648274
1.133500,0.372636,-2.647156
1.134000,0.371313,-2.646035
1.134500,0.369990,-2.644911
1.135000,0.368668,-2.643784
1.135500,0.367347,-2.642654
1.136000,0.366026,-2.641521
1.136500,0.364706,-2.640385
1.137000,0.363386,-2.639246
1.137500,0.362067,-2.638104
1.138000,0.360749,-2.636959
1.138500,0.359431,-2.635812
1.139000,0.358114,-2.634661
1.139500,0.356797,-2.633508
1.140000,0.355481,-2.632351
1.140500,0.354165,-2.631192
1.141000,0.352850,-2.630030
1.141500,0.351536,-2.628865
1.142000,0.350222,-2.627697
1.142500,0.348908,-2.626526
1.143000,0.347596,-2.625352
1.143500,0.346284,-2.624176
1.144000,0.344972,-2.622996
1.144500,0.343661,-2.621814
1.145000,0.342351,-2.620629
1.145500,0.341041,-2.619440
1.146000,0.339732,-2.618250
1.146500,0.338424,-2.617056
1.147000,0.337116,-2.615859
1.147500,0.335808,-2.614660
1.148000,0.334502,-2.613457
1.148500,0.333195,-2.612252
1.149000,0.331890,-2.611044
1.149500,0.330585,-2.609833
1.150000,0.329281,-2.608619
1.150500,0.327977,-2.607403
1.151000,0.326674,-2.606184
1.151500,0.325371,-2.604961
1.152000,0.324070,-2.603737
1.152500,0.322768,-2.602509
1.153000,0.321468,-2.601278
1.153500,0.320168,-2.600045
1.154000,0.318868,-2.598809
1.154500,0.317569,-2.597570
1.155000,0.316271,-2.596328
1.155500,0.314974,-2.595084
1.156000,0.313677,-2.593836
1.156500,0.312381,-2.592586
1.157000,0.311085,-2.591334
1.157500,0.309790,-2.590078
1.158000,0.308495,-2.588820
1.158500,0.307202,-2.587559
1.159000,0.305909,-2.586295
1.159500,0.304616,-2.585028
1.160000,0.303324,-2.583759
1.160500,0.302033,-2.582487
1.161000,0.300742,-2.581212
1.161500,0.299452,-2.579935
1.162000,0.298163,-2.578654
1.162500,0.296874,-2.577371
1.163000,0.295586,-2.576086
1.163500,0.294299,-2.574797
1.164000,0.293012,-2.573506
1.164500,0.291726,-2.572212
1.165000,0.290441,-2.570916
1.165500,0.289156,-2.569617
1.166000,0.287872,-2.568315
1.166500,0.286588,-2.567010
1.167000,0.285305,-2.565703
1.167500,0.284023,-2.564393
1.168000,0.282741,-2.563081
1.168500,0.281461,-2.561765
1.169000,0.280180,-2.560447
1.169500,0.278901,-2.559127
1.170000,0.277622,-2.557804
1.170500,0.276344,-2.556478
1.171000,0.275066,-2.555149
1.171500,0.273789,-2.553818
1.172000,0.272513,-2.552484
1.172500,0.271237,-2.551148
1.173000,0.269962,-2.549809
1.173500,0.268688,-2.548467
1.174000,0.267415,-2.547123
1.174500,0.266142,-2.545776
1.175000,0.264870,-2.544426
1.175500,0.263598,-2.543074
1.176000,0.262327,-2.541719
1.176500,0.261057,-2.540362
1.177000,0.259788,-2.539002
1.177500,0.258519,-2.537639
1.178000,0.257251,-2.536274
1.178500,0.255983,-2.534906
1.179000,0.254716,-2.533536
1.179500,0.253450,-2.532163
1.180000,0.252185,-2.530788
1.180500,0.250920,-2.529409
1.181000,0.249656,-2.528029
1.181500,0.248393,-2.526646
1.182000,0.247130,-2.525260
1.182500,0.245868,-2.523872
1.183000,0.244607,-2.522481
1.183500,0.243346,-2.521088
1.184000,0.242087,-2.519692
1.184500,0.240827,-2.518293
1.185000,0.239569,-2.516892
1.185500,0.238311,-2.515489
1.186000,0.237054,-2.514083
1.186500,0.235798,-2.512674
1.187000,0.234542,-2.511263
1.187500,0.233287,-2.509850
1.188000,0.232033,-2.508434
1.188500,0.230780,-2.507015
1.189000,0.229527,-2.505594
1.189500,0.228275,-2.504171
1.190000,0.227023,-2.502744
1.190500,0.225773,-2.501316
1.191000,0.224523,-2.499885
1.191500,0.223274,-2.498452
1.192000,0.222025,-2.497016
1.192500,0.220777,-2.495577
1.193000,0.219530,-2.494136
1.193500,0.218284,-2.492693
1.194000,0.217038,-2.491247
1.194500,0.215793,-2.489799
1.195000,0.214549,-2.488349
1.195500,0.213306,-2.486895
1.196000,0.212063,-2.485440
1.196500,0.210821,-2.483982
1.197000,0.209580,-2.482522
1.197500,0.208339,-2.481059
1.198000,0.207099,-2.479594
1.198500,0.205860,-2.478126
1.199000,0.204622,-2.476656
1.199500,0.203384,-2.475183
1.200000,0.202148,-2.473709
1.200500,0.200911,-2.472231
1.201000,0.199676,-2.470752
1.201500,0.198441,-2.469270
1.202000,0.197208,-2.467785
1.202500,0.195974,-2.466298
1.203000,0.194742,-2.464809
1.203500,0.193510,-2.463318
1.204000,0.192279,-2.461824
1.204500,0.191049,-2.460328
1.205000,0.189820,-2.458829
1.205500,0.188591,-2.457328
1.206000,0.187363,-2.455825
1.206500,0.186136,-2.454319
1.207000,0.184910,-2.452811
1.207500,0.183684,-2.451300
1.208000,0.182459,-2.449788
1.208500,0.181235,-2.448273
1.209000,0.180012,-2.446755
1.209500,0.178789,-2.445236
1.210000,0.177567,-2.443714
1.210500,0.176346,-2.442189
1.211000,0.175126,-2.440663
1.211500,0.173906,-2.439134
1.212000,0.172687,-2.437603
1.212500,0.171469,-2.436069
1.213000,0.170252,-2.434533
1.213500,0.169036,-2.432995
1.214000,0.167820,-2.431455
1.214500,0.166605,-2.429912
1.215000,0.165391,-2.428367
1.215500,0.164177,-2.426820
1.216000,0.162965,-2.425271
1.216500,0.161753,-2.423719
1.217000,0.160542,-2.422165
1.217500,0.159331,-2.420609
1.218000,0.158122,-2.419050
1.218500,0.156913,-2.417490
1.219000,0.155705,-2.415927
1.219500,0.154498,-2.414361
1.220000,0.153292,-2.412794
1.220500,0.152086,-2.411224
1.221000,0.150881,-2.409652
1.221500,0.149677,-2.408078
1.222000,0.148474,-2.406502
1.222500,0.147271,-2.404923
1.223000,0.146070,-2.403343
1.223500,0.144869,-2.401760
1.224000,0.143669,-2.400175
1.224500,0.142469,-2.398587
1.225000,0.141271,-2.396998
1.225500,0.140073,-2.395406
1.226000,0.138876,-2.393812
1.226500,0.137680,-2.392216
1.227000,0.136485,-2.390618
1.227500,0.135290,-2.389017
1.228000,0.134097,-2.387415
1.228500,0.132904,-2.385810
1.229000,0.131712,-2.384203
1.229500,0.130520,-2.382594
1.230000,0.129330,-2.380983
1.230500,0.128140,-2.379370
1.231000,0.126951,-2.377754
1.231500,0.125763,-2.376137
1.232000,0.124576,-2.374517
1.232500,0.123390,-2.372895
1.233000,0.122204,-2.371271
1.233500,0.121019,-2.369645
1.234000,0.119835,-2.368017
1.234500,0.118652,-2.366387
1.235000,0.117470,-2.364754
1.235500,0.116288,-2.363120
1.236000,0.115107,-2.361483
1.236500,0.113927,-2.359844
1.237000,0.112748,-2.358204
1.237500,0.111570,-2.356561
1.238000,0.110392,-2.354916
1.238500,0.109216,-2.353269
1.239000,0.108040,-2.351620
1.239500,0.106865,-2.349968
1.240000,0.105691,-2.348315
1.240500,0.104518,-2.346660
1.241000,0.103345,-2.345003
1.241500,0.102173,-2.343343
1.242000,0.101003,-2.341682
1.242500,0.099833,-2.340018
1.243000,0.098663,-2.338353
1.243500,0.097495,-2.336685
1.244000,0.096328,-2.335016
1.244500,0.095161,-2.333344
1.245000,0.093995,-2.331670
1.245500,0.092830,-2.329995
1.246000,0.091666,-2.328317
1.246500,0.090503,-2.326638
1.247000,0.089340,-2.324956
1.247500,0.088178,-2.323272
1.248000,0.087018,-2.321587
1.248500,0.085858,-2.319899
1.249000,0.084699,-2.318209
1.249500,0.083540,-2.316518
1.250000,0.082383,-2.314824
1.250500,0.081226,-2.313129
1.251000,0.080071,-2.311431
1.251500,0.078916,-2.309731
1.252000,0.077762,-2.308030
1.252500,0.076609,-2.306327
1.253000,0.075456,-2.304621
1.253500,0.074305,-2.302914
1.254000,0.073154,-2.301205
1.254500,0.072004,-2.299493
1.255000,0.070856,-2.297780
1.255500,0.069708,-2.296065
1.256000,0.068560,-2.294348
1.256500,0.067414,-2.292629
1.257000,0.066269,-2.290908
1.257500,0.065124,-2.289186
1.258000,0.063980,-2.287461
1.258500,0.062837,-2.285734
1.259000,0.061695,-2.284006
1.259500,0.060554,-2.282276
1.260000,0.059414,-2.280543
1.260500,0.058275,-2.278809
1.261000,0.057136,-2.277073
1.261500,0.055998,-2.275335
1.262000,0.054862,-2.273595
1.262500,0.053726,-2.271854
1.263000,0.052591,-2.270110
1.263500,0.051456,-2.268365
1.264000,0.050323,-2.266618
1.264500,0.049191,-2.264868
1.265000,0.048059,-2.263117
1.265500,0.046928,-2.261365
1.266000,0.045799,-2.259610
1.266500,0.044670,-2.257853
1.267000,0.043542,-2.256095
1.267500,0.042415,-2.254335
1.268000,0.041288,-2.252573
1.268500,0.040163,-2.250809
1.269000,0.039038,-2.249043
1.269500,0.037915,-2.247276
1.270000,0.036792,-2.245507
1.270500,0.035670,-2.243736
1.271000,0.034549,-2.241963
1.271500,0.033429,-2.240188
1.272000,0.032310,-2.238412
1.272500,0.031191,-2.236633
1.273000,0.030074,-2.234853
1.273500,0.028957,-2.233072
1.274000,0.027842,-2.231288
1.274500,0.026727,-2.229503
1.275000,0.025613,-2.227715
1.275500,0.024500,-2.225927
1.276000,0.023388,-2.224136
1.276500,0.022277,-2.222343
1.277000,0.021167,-2.220549
1.277500,0.020057,-2.218753
1.278000,0.018949,-2.216956
1.278500,0.017841,-2.215156
1.279000,0.016735,-2.213355
1.279500,0.015629,-2.211552
1.280000,0.014524,-2.209748
1.280500,0.013420,-2.207941
1.281000,0.012317,-2.206133
1.281500,0.011215,-2.204324
1.282000,0.010114,-2.202512
1.282500,0.009013,-2.200699
1.283000,0.007914,-2.198884
1.283500,0.006815,-2.197068
1.284000,0.005718,-2.195249
1.284500,0.004621,-2.193429
1.285000,0.003525,-2.191608
1.285500,0.002430,-2.189784
1.286000,0.001336,-2.187959
1.286500,0.000243,-2.186133
1.287000,-0.000849,-2.184304
1.287500,-0.001940,-2.182474
1.288000,-0.003031,-2.180643
1.288500,-0.004120,-2.178809
1.289000,-0.005208,-2.176974
1.289500,-0.006296,-2.175138
1.290000,-0.007383,-2.173300
1.290500,-0.008468,-2.171460
1.291000,-0.009553,-2.169618
1.291500,-0.010637,-2.167775
1.292000,-0.011720,-2.165930
1.292500,-0.012802,-2.164084
1.293000,-0.013883,-2.162236
1.293500,-0.014963,-2.160386
1.294000,-0.016043,-2.158535
1.294500,-0.017121,-2.156682
1.295000,-0.018198,-2.154828
1.295500,-0.019275,-2.152971
1.296000,-0.020351,-2.151114
1.296500,-0.021425,-2.149255
1.297000,-0.022499,-2.147394
1.297500,-0.023572,-2.145531
1.298000,-0.024643,-2.143667
1.298500,-0.025714,-2.141802
1.299000,-0.026784,-2.139935
1.299500,-0.027853,-2.138066
1.300000,-0.028921,-2.136196
1.300500,-0.029989,-2.134324
1.301000,-0.031055,-2.132450
1.301500,-0.032120,-2.130576
1.302000,-0.033184,-2.128699
1.302500,-0.034248,-2.126821
1.303000,-0.035310,-2.124941
1.303500,-0.036372,-2.123060
1.304000,-0.037432,-2.121178
1.304500,-0.038492,-2.119294
1.305000,-0.039551,-2.117408
1.305500,-0.040609,-2.115521
1.306000,-0.041665,-2.113632
1.306500,-0.042721,-2.111742
1.307000,-0.043776,-2.109850
1.307500,-0.044830,-2.107957
1.308000,-0.045883,-2.106062
1.308500,-0.046935,-2.104166
1.309000,-0.047986,-2.102269
1.309500,-0.049037,-2.100369
1.310000,-0.050086,-2.098469
1.310500,-0.051134,-2.096567
1.311000,-0.052181,-2.094663
1.311500,-0.053228,-2.092758
1.312000,-0.054273,-2.090852
1.312500,-0.055318,-2.088944
1.313000,-0.056361,-2.087034
1.313500,-0.057404,-2.085123
1.314000,-0.058445,-2.083211
1.314500,-0.059486,-2.081297
1.315000,-0.060526,-2.079382
1.315500,-0.061564,-2.077465
1.316000,-0.062602,-2.075547
1.316500,-0.063639,-2.073628
1.317000,-0.064675,-2.071707
1.317500,-0.065710,-2.069785
1.318000,-0.066744,-2.067861
1.318500,-0.067777,-2.065936
1.319000,-0.068809,-2.064009
1.319500,-0.069840,-2.062081
1.320000,-0.070870,-2.060152
1.320500,-0.071899,-2.058221
1.321000,-0.072927,-2.056289
1.321500,-0.073954,-2.054355
1.322000,-0.074980,-2.052421
1.322500,-0.076006,-2.050484
1.323000,-0.077030,-2.048547
1.323500,-0.078053,-2.046608
1.324000,-0.079076,-2.044667
1.324500,-0.080097,-2.042725
1.325000,-0.081117,-2.040782
1.325500,-0.082137,-2.038838
1.326000,-0.083155,-2.036892
1.326500,-0.084173,-2.034945
1.327000,-0.085189,-2.032996
