time(s),ankle_angle(deg),ankle_velocity(deg/s)
4.332000,-0.150557,-0.234272
4.332500,-0.150674,-0.233788
4.333000,-0.150790,-0.233304
4.333500,-0.150907,-0.232820
4.334000,-0.151023,-0.232336
4.334500,-0.151139,-0.231852
4.335000,-0.151254,-0.231368
4.335500,-0.151370,-0.230885
4.336000,-0.151485,-0.230401
4.336500,-0.151600,-0.229917
4.337000,-0.151715,-0.229434
4.337500,-0.151829,-0.228950
4.338000,-0.151944,-0.228467
4.338500,-0.152058,-0.227984
4.339000,-0.152171,-0.227501
4.339500,-0.152285,-0.227018
4.340000,-0.152398,-0.226534
4.340500,-0.152511,-0.226052
4.341000,-0.152624,-0.225569
4.341500,-0.152736,-0.225086
4.342000,-0.152849,-0.224603
4.342500,-0.152961,-0.224121
4.343000,-0.153073,-0.223638
4.343500,-0.153184,-0.223156
4.344000,-0.153295,-0.222673
4.344500,-0.153407,-0.222191
4.345000,-0.153517,-0.221709
4.345500,-0.153628,-0.221227
4.346000,-0.153738,-0.220745
4.346500,-0.153849,-0.220263
4.347000,-0.153958,-0.219781
4.347500,-0.154068,-0.219299
4.348000,-0.154178,-0.218818
4.348500,-0.154287,-0.218336
4.349000,-0.154396,-0.217855
4.349500,-0.154504,-0.217373
4.350000,-0.154613,-0.216892
4.350500,-0.154721,-0.216411
4.351000,-0.154829,-0.215930
4.351500,-0.154937,-0.215449
4.352000,-0.155044,-0.214968
4.352500,-0.155151,-0.214487
4.353000,-0.155258,-0.214006
4.353500,-0.155365,-0.213525
4.354000,-0.155472,-0.213045
4.354500,-0.155578,-0.212565
4.355000,-0.155684,-0.212084
4.355500,-0.155790,-0.211604
4.356000,-0.155895,-0.211124
4.356500,-0.156001,-0.210644
4.357000,-0.156106,-0.210164
4.357500,-0.156211,-0.209684
4.358000,-0.156315,-0.209204
4.358500,-0.156420,-0.208725
4.359000,-0.156524,-0.208245
4.359500,-0.156628,-0.207766
4.360000,-0.156731,-0.207287
4.360500,-0.156835,-0.206807
4.361000,-0.156938,-0.206328
4.361500,-0.157041,-0.205849
4.362000,-0.157143,-0.205370
4.362500,-0.157246,-0.204892
4.363000,-0.157348,-0.204413
4.363500,-0.157450,-0.203935
4.364000,-0.157552,-0.203456
4.364500,-0.157653,-0.202978
4.365000,-0.157754,-0.202500
4.365500,-0.157855,-0.202021
4.366000,-0.157956,-0.201543
4.366500,-0.158057,-0.201066
4.367000,-0.158157,-0.200588
4.367500,-0.158257,-0.200110
4.368000,-0.158357,-0.199633
4.368500,-0.158457,-0.199155
4.369000,-0.158556,-0.198678
4.369500,-0.158655,-0.198201
4.370000,-0.158754,-0.197724
4.370500,-0.158852,-0.197247
4.371000,-0.158951,-0.196770
4.371500,-0.159049,-0.196293
4.372000,-0.159147,-0.195817
4.372500,-0.159245,-0.195340
4.373000,-0.159342,-0.194864
4.373500,-0.159439,-0.194388
4.374000,-0.159536,-0.193912
4.374500,-0.159633,-0.193436
4.375000,-0.159729,-0.192960
4.375500,-0.159826,-0.192484
4.376000,-0.159922,-0.192008
4.376500,-0.160017,-0.191533
4.377000,-0.160113,-0.191058
4.377500,-0.160208,-0.190582
4.378000,-0.160303,-0.190107
4.378500,-0.160398,-0.189632
4.379000,-0.160493,-0.189157
4.379500,-0.160587,-0.188683
4.380000,-0.160681,-0.188208
4.380500,-0.160775,-0.187734
4.381000,-0.160869,-0.187259
4.381500,-0.160962,-0.186785
4.382000,-0.161055,-0.186311
4.382500,-0.161148,-0.185837
4.383000,-0.161241,-0.185364
4.383500,-0.161333,-0.184890
4.384000,-0.161425,-0.184416
4.384500,-0.161517,-0.183943
4.385000,-0.161609,-0.183470
4.385500,-0.161701,-0.182997
4.386000,-0.161792,-0.182524
4.386500,-0.161883,-0.182051
4.387000,-0.161974,-0.181578
4.387500,-0.162064,-0.181106
4.388000,-0.162155,-0.180633
4.388500,-0.162245,-0.180161
4.389000,-0.162334,-0.179689
4.389500,-0.162424,-0.179217
4.390000,-0.162513,-0.178745
4.390500,-0.162603,-0.178273
4.391000,-0.162691,-0.177802
4.391500,-0.162780,-0.177330
4.392000,-0.162869,-0.176859
4.392500,-0.162957,-0.176388
4.393000,-0.163045,-0.175917
4.393500,-0.163132,-0.175446
4.394000,-0.163220,-0.174975
4.394500,-0.163307,-0.174505
4.395000,-0.163394,-0.174034
4.395500,-0.163481,-0.173564
4.396000,-0.163568,-0.173094
4.396500,-0.163654,-0.172624
4.397000,-0.163740,-0.172154
4.397500,-0.163826,-0.171684
4.398000,-0.163911,-0.171215
4.398500,-0.163997,-0.170745
4.399000,-0.164082,-0.170276
4.399500,-0.164167,-0.169807
4.400000,-0.164251,-0.169338
4.400500,-0.164336,-0.168869
4.401000,-0.164420,-0.168401
4.401500,-0.164504,-0.167932
4.402000,-0.164588,-0.167464
4.402500,-0.164671,-0.166996
4.403000,-0.164755,-0.166528
4.403500,-0.164838,-0.166060
4.404000,-0.164920,-0.165592
4.404500,-0.165003,-0.165125
4.405000,-0.165085,-0.164658
4.405500,-0.165167,-0.164190
4.406000,-0.165249,-0.163723
4.406500,-0.165331,-0.163257
4.407000,-0.165412,-0.162790
4.407500,-0.165493,-0.162323
4.408000,-0.165574,-0.161857
4.408500,-0.165655,-0.161391
4.409000,-0.165735,-0.160925
4.409500,-0.165816,-0.160459
4.410000,-0.165896,-0.159993
4.410500,-0.165975,-0.159527
4.411000,-0.166055,-0.159062
4.411500,-0.166134,-0.158597
4.412000,-0.166213,-0.158132
4.412500,-0.166292,-0.157667
4.413000,-0.166371,-0.157202
4.413500,-0.166449,-0.156737
4.414000,-0.166527,-0.156273
4.414500,-0.166605,-0.155809
4.415000,-0.166683,-0.155345
4.415500,-0.166760,-0.154881
4.416000,-0.166838,-0.154417
4.416500,-0.166914,-0.153954
4.417000,-0.166991,-0.153490
4.417500,-0.167068,-0.153027
4.418000,-0.167144,-0.152564
4.418500,-0.167220,-0.152101
4.419000,-0.167296,-0.151638
4.419500,-0.167371,-0.151176
4.420000,-0.167447,-0.150713
4.420500,-0.167522,-0.150251
4.421000,-0.167597,-0.149789
4.421500,-0.167672,-0.149328
4.422000,-0.167746,-0.148866
4.422500,-0.167820,-0.148404
4.423000,-0.167894,-0.147943
4.423500,-0.167968,-0.147482
4.424000,-0.168041,-0.147021
4.424500,-0.168115,-0.146560
4.425000,-0.168188,-0.146100
4.425500,-0.168261,-0.145639
4.426000,-0.168333,-0.145179
4.426500,-0.168405,-0.144719
4.427000,-0.168478,-0.144259
4.427500,-0.168550,-0.143800
4.428000,-0.168621,-0.143340
4.428500,-0.168693,-0.142881
4.429000,-0.168764,-0.142422
4.429500,-0.168835,-0.141963
4.430000,-0.168906,-0.141504
4.430500,-0.168976,-0.141046
4.431000,-0.169046,-0.140587
4.431500,-0.169116,-0.140129
4.432000,-0.169186,-0.139671
4.432500,-0.169256,-0.139213
4.433000,-0.169325,-0.138756
4.433500,-0.169394,-0.138298
4.434000,-0.169463,-0.137841
4.434500,-0.169532,-0.137384
4.435000,-0.169600,-0.136927
4.435500,-0.169669,-0.136471
4.436000,-0.169737,-0.136014
4.436500,-0.169805,-0.135558
4.437000,-0.169872,-0.135102
4.437500,-0.169939,-0.134646
4.438000,-0.170006,-0.134190
4.438500,-0.170073,-0.133735
4.439000,-0.170140,-0.133279
4.439500,-0.170206,-0.132824
4.440000,-0.170273,-0.132369
4.440500,-0.170339,-0.131915
4.441000,-0.170404,-0.131460
4.441500,-0.170470,-0.131006
4.442000,-0.170535,-0.130552
4.442500,-0.170600,-0.130098
4.443000,-0.170665,-0.129644
4.443500,-0.170730,-0.129190
4.444000,-0.170794,-0.128737
4.444500,-0.170858,-0.128284
4.445000,-0.170922,-0.127831
4.445500,-0.170986,-0.127378
4.446000,-0.171049,-0.126926
4.446500,-0.171112,-0.126473
4.447000,-0.171175,-0.126021
4.447500,-0.171238,-0.125569
4.448000,-0.171301,-0.125118
4.448500,-0.171363,-0.124666
4.449000,-0.171425,-0.124215
4.449500,-0.171487,-0.123764
4.450000,-0.171549,-0.123313
4.450500,-0.171610,-0.122862
4.451000,-0.171671,-0.122412
4.451500,-0.171732,-0.121961
4.452000,-0.171793,-0.121511
4.452500,-0.171854,-0.121061
4.453000,-0.171914,-0.120612
4.453500,-0.171974,-0.120162
4.454000,-0.172034,-0.119713
4.454500,-0.172093,-0.119264
4.455000,-0.172153,-0.118815
4.455500,-0.172212,-0.118367
4.456000,-0.172271,-0.117918
4.456500,-0.172330,-0.117470
4.457000,-0.172388,-0.117022
4.457500,-0.172447,-0.116574
4.458000,-0.172505,-0.116127
4.458500,-0.172562,-0.115680
4.459000,-0.172620,-0.115232
4.459500,-0.172677,-0.114786
4.460000,-0.172735,-0.114339
4.460500,-0.172792,-0.113892
4.461000,-0.172848,-0.113446
4.461500,-0.172905,-0.113000
4.462000,-0.172961,-0.112554
4.462500,-0.173017,-0.112109
4.463000,-0.173073,-0.111663
4.463500,-0.173129,-0.111218
4.464000,-0.173184,-0.110773
4.464500,-0.173239,-0.110329
4.465000,-0.173294,-0.109884
4.465500,-0.173349,-0.109440
4.466000,-0.173403,-0.108996
4.466500,-0.173458,-0.108552
4.467000,-0.173512,-0.108108
4.467500,-0.173565,-0.107665
4.468000,-0.173619,-0.107222
4.468500,-0.173672,-0.106779
4.469000,-0.173726,-0.106336
4.469500,-0.173779,-0.105894
4.470000,-0.173831,-0.105451
4.470500,-0.173884,-0.105009
4.471000,-0.173936,-0.104567
4.471500,-0.173988,-0.104126
4.472000,-0.174040,-0.103684
4.472500,-0.174092,-0.103243
4.473000,-0.174143,-0.102802
4.473500,-0.174194,-0.102362
4.474000,-0.174245,-0.101921
4.474500,-0.174296,-0.101481
4.475000,-0.174346,-0.101041
4.475500,-0.174397,-0.100601
4.476000,-0.174447,-0.100162
4.476500,-0.174497,-0.099722
4.477000,-0.174546,-0.099283
4.477500,-0.174596,-0.098845
4.478000,-0.174645,-0.098406
4.478500,-0.174694,-0.097968
4.479000,-0.174743,-0.097529
4.479500,-0.174791,-0.097092
4.480000,-0.174840,-0.096654
4.480500,-0.174888,-0.096216
4.481000,-0.174936,-0.095779
4.481500,-0.174983,-0.095342
4.482000,-0.175031,-0.094905
4.482500,-0.175078,-0.094469
4.483000,-0.175125,-0.094033
4.483500,-0.175172,-0.093597
4.484000,-0.175218,-0.093161
4.484500,-0.175265,-0.092725
4.485000,-0.175311,-0.092290
4.485500,-0.175357,-0.091855
4.486000,-0.175402,-0.091420
4.486500,-0.175448,-0.090986
4.487000,-0.175493,-0.090551
4.487500,-0.175538,-0.090117
4.488000,-0.175583,-0.089683
4.488500,-0.175628,-0.089250
4.489000,-0.175672,-0.088816
4.489500,-0.175716,-0.088383
4.490000,-0.175760,-0.087950
4.490500,-0.175804,-0.087517
4.491000,-0.175848,-0.087085
4.491500,-0.175891,-0.086653
4.492000,-0.175934,-0.086221
4.492500,-0.175977,-0.085789
4.493000,-0.176020,-0.085358
4.493500,-0.176062,-0.084927
4.494000,-0.176104,-0.084496
4.494500,-0.176146,-0.084065
4.495000,-0.176188,-0.083634
4.495500,-0.176230,-0.083204
4.496000,-0.176271,-0.082774
4.496500,-0.176312,-0.082345
4.497000,-0.176353,-0.081915
4.497500,-0.176394,-0.081486
4.498000,-0.176435,-0.081057
4.498500,-0.176475,-0.080628
4.499000,-0.176515,-0.080200
4.499500,-0.176555,-0.079772
4.500000,-0.176595,-0.079344
4.500500,-0.176634,-0.078916
4.501000,-0.176673,-0.078488
4.501500,-0.176712,-0.078061
4.502000,-0.176751,-0.077634
4.502500,-0.176790,-0.077208
4.503000,-0.176828,-0.076781
4.503500,-0.176866,-0.076355
4.504000,-0.176904,-0.075929
4.504500,-0.176942,-0.075503
4.505000,-0.176979,-0.075078
4.505500,-0.177017,-0.074653
4.506000,-0.177054,-0.074228
4.506500,-0.177091,-0.073803
4.507000,-0.177128,-0.073379
4.507500,-0.177164,-0.072955
4.508000,-0.177200,-0.072531
4.508500,-0.177236,-0.072107
4.509000,-0.177272,-0.071684
4.509500,-0.177308,-0.071261
4.510000,-0.177343,-0.070838
4.510500,-0.177378,-0.070415
4.511000,-0.177413,-0.069993
4.511500,-0.177448,-0.069571
4.512000,-0.177483,-0.069149
4.512500,-0.177517,-0.068727
4.513000,-0.177551,-0.068306
4.513500,-0.177585,-0.067885
4.514000,-0.177619,-0.067464
4.514500,-0.177652,-0.067044
4.515000,-0.177686,-0.066624
4.515500,-0.177719,-0.066204
4.516000,-0.177752,-0.065784
4.516500,-0.177784,-0.065365
4.517000,-0.177817,-0.064945
4.517500,-0.177849,-0.064526
4.518000,-0.177881,-0.064108
4.518500,-0.177913,-0.063689
4.519000,-0.177945,-0.063271
4.519500,-0.177976,-0.062853
4.520000,-0.178007,-0.062436
4.520500,-0.178038,-0.062019
4.521000,-0.178069,-0.061602
4.521500,-0.178100,-0.061185
4.522000,-0.178130,-0.060768
4.522500,-0.178160,-0.060352
4.523000,-0.178190,-0.059936
4.523500,-0.178220,-0.059520
4.524000,-0.178250,-0.059105
4.524500,-0.178279,-0.058690
4.525000,-0.178308,-0.058275
4.525500,-0.178337,-0.057860
4.526000,-0.178366,-0.057446
4.526500,-0.178394,-0.057032
4.527000,-0.178423,-0.056618
4.527500,-0.178451,-0.056205
4.528000,-0.178479,-0.055791
4.528500,-0.178506,-0.055378
4.529000,-0.178534,-0.054966
4.529500,-0.178561,-0.054553
4.530000,-0.178588,-0.054141
4.530500,-0.178615,-0.053729
4.531000,-0.178642,-0.053318
4.531500,-0.178668,-0.052906
4.532000,-0.178694,-0.052495
4.532500,-0.178720,-0.052085
4.533000,-0.178746,-0.051674
4.533500,-0.178772,-0.051264
4.534000,-0.178797,-0.050854
4.534500,-0.178823,-0.050444
4.535000,-0.178848,-0.050035
4.535500,-0.178872,-0.049626
4.536000,-0.178897,-0.049217
4.536500,-0.178921,-0.048808
4.537000,-0.178946,-0.048400
4.537500,-0.178970,-0.047992
4.538000,-0.178993,-0.047585
4.538500,-0.179017,-0.047177
4.539000,-0.179040,-0.046770
4.539500,-0.179063,-0.046363
4.540000,-0.179086,-0.045957
4.540500,-0.179109,-0.045550
4.541000,-0.179132,-0.045144
4.541500,-0.179154,-0.044739
4.542000,-0.179176,-0.044333
4.542500,-0.179198,-0.043928
4.543000,-0.179220,-0.043523
4.543500,-0.179242,-0.043119
4.544000,-0.179263,-0.042714
4.544500,-0.179284,-0.042310
4.545000,-0.179305,-0.041907
4.545500,-0.179326,-0.041503
4.546000,-0.179346,-0.041100
4.546500,-0.179367,-0.040697
4.547000,-0.179387,-0.040295
4.547500,-0.179407,-0.039892
4.548000,-0.179427,-0.039490
4.548500,-0.179446,-0.039089
4.549000,-0.179465,-0.038687
4.549500,-0.179485,-0.038286
4.550000,-0.179504,-0.037885
4.550500,-0.179522,-0.037485
4.551000,-0.179541,-0.037084
4.551500,-0.179559,-0.036684
4.552000,-0.179577,-0.036285
4.552500,-0.179595,-0.035885
4.553000,-0.179613,-0.035486
4.553500,-0.179631,-0.035087
4.554000,-0.179648,-0.034689
4.554500,-0.179665,-0.034291
4.555000,-0.179682,-0.033893
4.555500,-0.179699,-0.033495
4.556000,-0.179715,-0.033098
4.556500,-0.179732,-0.032701
4.557000,-0.179748,-0.032304
4.557500,-0.179764,-0.031907
4.558000,-0.179780,-0.031511
4.558500,-0.179795,-0.031115
4.559000,-0.179810,-0.030720
4.559500,-0.179826,-0.030325
4.560000,-0.179841,-0.029930
4.560500,-0.179855,-0.029535
4.561000,-0.179870,-0.029141
4.561500,-0.179884,-0.028746
4.562000,-0.179898,-0.028353
4.562500,-0.179912,-0.027959
4.563000,-0.179926,-0.027566
4.563500,-0.179940,-0.027173
4.564000,-0.179953,-0.026780
4.564500,-0.179966,-0.026388
4.565000,-0.179979,-0.025996
4.565500,-0.179992,-0.025604
4.566000,-0.180005,-0.025213
4.566500,-0.180017,-0.024822
4.567000,-0.180029,-0.024431
4.567500,-0.180041,-0.024041
4.568000,-0.180053,-0.023650
4.568500,-0.180065,-0.023261
4.569000,-0.180076,-0.022871
4.569500,-0.180088,-0.022482
4.570000,-0.180099,-0.022093
4.570500,-0.180109,-0.021704
4.571000,-0.180120,-0.021316
4.571500,-0.180131,-0.020928
4.572000,-0.180141,-0.020540
4.572500,-0.180151,-0.020152
4.573000,-0.180161,-0.019765
4.573500,-0.180170,-0.019378
4.574000,-0.180180,-0.018992
4.574500,-0.180189,-0.018605
4.575000,-0.180198,-0.018220
4.575500,-0.180207,-0.017834
4.576000,-0.180216,-0.017449
4.576500,-0.180225,-0.017064
4.577000,-0.180233,-0.016679
4.577500,-0.180241,-0.016294
4.578000,-0.180249,-0.015910
4.578500,-0.180257,-0.015527
4.579000,-0.180264,-0.015143
4.579500,-0.180272,-0.014760
4.580000,-0.180279,-0.014377
4.580500,-0.180286,-0.013994
4.581000,-0.180293,-0.013612
4.581500,-0.180299,-0.013230
4.582000,-0.180306,-0.012849
4.582500,-0.180312,-0.012467
4.583000,-0.180318,-0.012086
4.583500,-0.180324,-0.011706
4.584000,-0.180330,-0.011325
4.584500,-0.180335,-0.010945
4.585000,-0.180340,-0.010565
4.585500,-0.180345,-0.010186
4.586000,-0.180350,-0.009807
4.586500,-0.180355,-0.009428
4.587000,-0.180360,-0.009049
4.587500,-0.180364,-0.008671
4.588000,-0.180368,-0.008293
4.588500,-0.180372,-0.007916
4.589000,-0.180376,-0.007539
4.589500,-0.180379,-0.007162
4.590000,-0.180383,-0.006785
4.590500,-0.180386,-0.006409
4.591000,-0.180389,-0.006033
4.591500,-0.180392,-0.005657
4.592000,-0.180394,-0.005282
4.592500,-0.180397,-0.004907
4.593000,-0.180399,-0.004532
4.593500,-0.180401,-0.004157
4.594000,-0.180403,-0.003783
4.594500,-0.180405,-0.003410
4.595000,-0.180406,-0.003036
4.595500,-0.180408,-0.002663
4.596000,-0.180409,-0.002290
4.596500,-0.180410,-0.001918
4.597000,-0.180411,-0.001545
4.597500,-0.180411,-0.001174
4.598000,-0.180412,-0.000802
4.598500,-0.180412,-0.000431
4.599000,-0.180412,-0.000060
4.599500,-0.180412,0.000311
4.600000,-0.180411,0.000681
4.600500,-0.180411,0.001051
4.601000,-0.180410,0.001421
4.601500,-0.180409,0.001790
4.602000,-0.180408,0.002159
4.602500,-0.180407,0.002528
4.603000,-0.180405,0.002896
4.603500,-0.180404,0.003264
4.604000,-0.180402,0.003632
4.604500,-0.180400,0.003999
4.605000,-0.180398,0.004366
4.605500,-0.180395,0.004733
4.606000,-0.180393,0.005099
4.606500,-0.180390,0.005465
4.607000,-0.180387,0.005831
4.607500,-0.180384,0.006196
4.608000,-0.180381,0.006562
4.608500,-0.180377,0.006926
4.609000,-0.180374,0.007291
4.609500,-0.180370,0.007655
4.610000,-0.180366,0.008019
4.610500,-0.180362,0.008382
4.611000,-0.180357,0.008745
4.611500,-0.180353,0.009108
4.612000,-0.180348,0.009471
4.612500,-0.180343,0.009833
4.613000,-0.180338,0.010195
4.613500,-0.180333,0.010556
4.614000,-0.180327,0.010917
4.614500,-0.180322,0.011278
4.615000,-0.180316,0.011639
4.615500,-0.180310,0.011999
4.616000,-0.180304,0.012359
4.616500,-0.180297,0.012718
4.617000,-0.180291,0.013078
4.617500,-0.180284,0.013437
4.618000,-0.180277,0.013795
4.618500,-0.180270,0.014153
4.619000,-0.180263,0.014511
4.619500,-0.180255,0.014869
4.620000,-0.180248,0.015226
4.620500,-0.180240,0.015583
4.621000,-0.180232,0.015939
4.621500,-0.180224,0.016296
4.622000,-0.180215,0.016652
4.622500,-0.180207,0.017007
4.623000,-0.180198,0.017362
4.623500,-0.180189,0.017717
4.624000,-0.180180,0.018072
4.624500,-0.180171,0.018426
4.625000,-0.180162,0.018780
4.625500,-0.180152,0.019134
4.626000,-0.180142,0.019487
4.626500,-0.180133,0.019840
4.627000,-0.180122,0.020192
4.627500,-0.180112,0.020545
4.628000,-0.180102,0.020897
4.628500,-0.180091,0.021248
4.629000,-0.180080,0.021599
4.629500,-0.180069,0.021950
4.630000,-0.180058,0.022301
4.630500,-0.180047,0.022651
4.631000,-0.180035,0.023001
4.631500,-0.180024,0.023351
4.632000,-0.180012,0.023700
4.632500,-0.180000,0.024049
4.633000,-0.179988,0.024397
4.633500,-0.179975,0.024745
4.634000,-0.179963,0.025093
4.634500,-0.179950,0.025441
4.635000,-0.179937,0.025788
4.635500,-0.179924,0.026135
4.636000,-0.179911,0.026481
4.636500,-0.179897,0.026828
4.637000,-0.179884,0.027174
4.637500,-0.179870,0.027519
4.638000,-0.179856,0.027864
4.638500,-0.179842,0.028209
4.639000,-0.179828,0.028554
4.639500,-0.179813,0.028898
4.640000,-0.179799,0.029241
4.640500,-0.179784,0.029585
4.641000,-0.179769,0.029928
4.641500,-0.179754,0.030271
4.642000,-0.179738,0.030613
4.642500,-0.179723,0.030955
4.643000,-0.179707,0.031297
4.643500,-0.179691,0.031639
4.644000,-0.179675,0.031980
4.644500,-0.179659,0.032320
4.645000,-0.179643,0.032661
4.645500,-0.179627,0.033001
4.646000,-0.179610,0.033341
4.646500,-0.179593,0.033680
4.647000,-0.179576,0.034019
4.647500,-0.179559,0.034358
4.648000,-0.179541,0.034696
4.648500,-0.179524,0.035034
4.649000,-0.179506,0.035372
4.649500,-0.179488,0.035709
4.650000,-0.179470,0.036046
4.650500,-0.179452,0.036383
4.651000,-0.179434,0.036719
4.651500,-0.179415,0.037055
4.652000,-0.179397,0.037390
4.652500,-0.179378,0.037726
4.653000,-0.179359,0.038061
4.653500,-0.179340,0.038395
4.654000,-0.179320,0.038729
4.654500,-0.179301,0.039063
4.655000,-0.179281,0.039397
4.655500,-0.179261,0.039730
4.656000,-0.179241,0.040063
4.656500,-0.179221,0.040395
4.657000,-0.179200,0.040727
4.657500,-0.179180,0.041059
4.658000,-0.179159,0.041390
4.658500,-0.179138,0.041722
4.659000,-0.179117,0.042052
4.659500,-0.179096,0.042383
4.660000,-0.179075,0.042713
4.660500,-0.179053,0.043042
4.661000,-0.179032,0.043372
4.661500,-0.179010,0.043701
4.662000,-0.178988,0.044029
4.662500,-0.178966,0.044358
4.663000,-0.178943,0.044686
4.663500,-0.178921,0.045013
4.664000,-0.178898,0.045340
4.664500,-0.178875,0.045667
4.665000,-0.178852,0.045994
4.665500,-0.178829,0.046320
4.666000,-0.178806,0.046646
4.666500,-0.178782,0.046971
4.667000,-0.178759,0.047297
4.667500,-0.178735,0.047621
4.668000,-0.178711,0.047946
4.668500,-0.178687,0.048270
4.669000,-0.178662,0.048594
4.669500,-0.178638,0.048917
4.670000,-0.178613,0.049240
4.670500,-0.178589,0.049563
4.671000,-0.178564,0.049885
4.671500,-0.178538,0.050207
4.672000,-0.178513,0.050529
4.672500,-0.178488,0.050850
4.673000,-0.178462,0.051171
4.673500,-0.178436,0.051491
4.674000,-0.178411,0.051812
4.674500,-0.178384,0.052132
4.675000,-0.178358,0.052451
4.675500,-0.178332,0.052770
4.676000,-0.178305,0.053089
4.676500,-0.178279,0.053407
4.677000,-0.178252,0.053726
4.677500,-0.178225,0.054043
4.678000,-0.178198,0.054361
4.678500,-0.178170,0.054678
4.679000,-0.178143,0.054994
4.679500,-0.178115,0.055311
4.680000,-0.178087,0.055627
4.680500,-0.178059,0.055942
4.681000,-0.178031,0.056258
4.681500,-0.178003,0.056572
4.682000,-0.177974,0.056887
4.682500,-0.177946,0.057201
4.683000,-0.177917,0.057515
4.683500,-0.177888,0.057828
4.684000,-0.177859,0.058142
4.684500,-0.177830,0.058454
4.685000,-0.177800,0.058767
4.685500,-0.177771,0.059079
4.686000,-0.177741,0.059390
4.686500,-0.177711,0.059702
4.687000,-0.177681,0.060013
4.687500,-0.177651,0.060323
4.688000,-0.177621,0.060634
4.688500,-0.177590,0.060944
4.689000,-0.177560,0.061253
4.689500,-0.177529,0.061562
4.690000,-0.177498,0.061871
4.690500,-0.177467,0.062180
4.691000,-0.177436,0.062488
4.691500,-0.177404,0.062795
4.692000,-0.177373,0.063103
4.692500,-0.177341,0.063410
4.693000,-0.177309,0.063717
4.693500,-0.177277,0.064023
4.694000,-0.177245,0.064329
4.694500,-0.177213,0.064634
4.695000,-0.177180,0.064940
4.695500,-0.177148,0.065244
4.696000,-0.177115,0.065549
4.696500,-0.177082,0.065853
4.697000,-0.177049,0.066157
4.697500,-0.177016,0.066460
4.698000,-0.176982,0.066763
4.698500,-0.176949,0.067066
4.699000,-0.176915,0.067369
4.699500,-0.176881,0.067671
4.700000,-0.176847,0.067972
4.700500,-0.176813,0.068273
4.701000,-0.176779,0.068574
4.701500,-0.176744,0.068875
4.702000,-0.176710,0.069175
4.702500,-0.176675,0.069475
4.703000,-0.176640,0.069774
4.703500,-0.176605,0.070073
4.704000,-0.176570,0.070372
4.704500,-0.176535,0.070671
4.705000,-0.176499,0.070969
4.705500,-0.176463,0.071266
4.706000,-0.176428,0.071563
4.706500,-0.176392,0.071860
4.707000,-0.176356,0.072157
4.707500,-0.176319,0.072453
4.708000,-0.176283,0.072749
4.708500,-0.176247,0.073044
4.709000,-0.176210,0.073340
4.709500,-0.176173,0.073634
4.710000,-0.176136,0.073929
4.710500,-0.176099,0.074223
4.711000,-0.176062,0.074516
4.711500,-0.176024,0.074810
4.712000,-0.175987,0.075103
4.712500,-0.175949,0.075395
4.713000,-0.175911,0.075687
4.713500,-0.175873,0.075979
4.714000,-0.175835,0.076271
4.714500,-0.175797,0.076562
4.715000,-0.175758,0.076852
4.715500,-0.175720,0.077143
4.716000,-0.175681,0.077433
4.716500,-0.175642,0.077722
4.717000,-0.175603,0.078012
4.717500,-0.175564,0.078301
4.718000,-0.175525,0.078589
4.718500,-0.175485,0.078877
4.719000,-0.175446,0.079165
4.719500,-0.175406,0.079453
4.720000,-0.175366,0.079740
4.720500,-0.175326,0.080026
4.721000,-0.175286,0.080313
4.721500,-0.175246,0.080599
4.722000,-0.175205,0.080884
4.722500,-0.175165,0.081169
4.723000,-0.175124,0.081454
4.723500,-0.175083,0.081739
4.724000,-0.175042,0.082023
4.724500,-0.175001,0.082307
4.725000,-0.174960,0.082590
4.725500,-0.174918,0.082873
4.726000,-0.174877,0.083156
4.726500,-0.174835,0.083438
4.727000,-0.174793,0.083720
4.727500,-0.174751,0.084002
4.728000,-0.174709,0.084283
4.728500,-0.174667,0.084564
4.729000,-0.174624,0.084844
4.729500,-0.174582,0.085124
4.730000,-0.174539,0.085404
4.730500,-0.174496,0.085683
4.731000,-0.174453,0.085962
4.731500,-0.174410,0.086241
4.732000,-0.174367,0.086519
4.732500,-0.174323,0.086797
4.733000,-0.174280,0.087075
4.733500,-0.174236,0.087352
4.734000,-0.174192,0.087629
4.734500,-0.174148,0.087905
4.735000,-0.174104,0.088181
4.735500,-0.174060,0.088457
4.736000,-0.174016,0.088732
4.736500,-0.173971,0.089007
4.737000,-0.173927,0.089282
4.737500,-0.173882,0.089556
4.738000,-0.173837,0.089830
4.738500,-0.173792,0.090103
4.739000,-0.173747,0.090376
4.739500,-0.173701,0.090649
4.740000,-0.173656,0.090921
4.740500,-0.173610,0.091193
4.741000,-0.173564,0.091465
4.741500,-0.173519,0.091736
4.742000,-0.173473,0.092007
4.742500,-0.173426,0.092277
4.743000,-0.173380,0.092547
4.743500,-0.173334,0.092817
4.744000,-0.173287,0.093087
4.744500,-0.173241,0.093356
4.745000,-0.173194,0.093624
4.745500,-0.173147,0.093893
4.746000,-0.173100,0.094160
4.746500,-0.173053,0.094428
4.747000,-0.173005,0.094695
4.747500,-0.172958,0.094962
4.748000,-0.172910,0.095228
4.748500,-0.172862,0.095494
4.749000,-0.172814,0.095760
4.749500,-0.172766,0.096025
4.750000,-0.172718,0.096290
4.750500,-0.172670,0.096555
4.751000,-0.172622,0.096819
