time(s),ankle_torque(Nm),exo_torque(Nm),gravity_torque(Nm),ankle_rtd(Nm/s)
0.167500,-14.056557,-27.049018,-14.094055,16.565867
0.168000,-14.048266,-27.108719,-14.167359,16.581433
0.168500,-14.039968,-27.168348,-14.240588,16.596559
0.169000,-14.031662,-27.227905,-14.313744,16.611245
0.169500,-14.023350,-27.287389,-14.386825,16.625490
0.170000,-14.015030,-27.346800,-14.459833,16.639294
0.170500,-14.006704,-27.406140,-14.532767,16.652659
0.171000,-13.998371,-27.465408,-14.605627,16.665585
0.171500,-13.990032,-27.524605,-14.678414,16.678073
0.172000,-13.981687,-27.583730,-14.751127,16.690126
0.172500,-13.973336,-27.642784,-14.823766,16.701744
0.173000,-13.964979,-27.701768,-14.896332,16.712932
0.173500,-13.956618,-27.760680,-14.968825,16.723690
0.174000,-13.948251,-27.819522,-15.041244,16.734022
0.174500,-13.939879,-27.878294,-15.113589,16.743930
0.175000,-13.931502,-27.936995,-15.185862,16.753419
0.175500,-13.923121,-27.995627,-15.258061,16.762492
0.176000,-13.914735,-28.054189,-15.330187,16.771151
0.176500,-13.906345,-28.112682,-15.402240,16.779402
0.177000,-13.897952,-28.171105,-15.474219,16.787247
0.177500,-13.889554,-28.229459,-15.546126,16.794691
0.178000,-13.881154,-28.287745,-15.617960,16.801739
0.178500,-13.872749,-28.345961,-15.689721,16.808395
0.179000,-13.864342,-28.404110,-15.761409,16.814663
0.179500,-13.855932,-28.462189,-15.833025,16.820547
0.180000,-13.847519,-28.520201,-15.904567,16.826053
0.180500,-13.839103,-28.578145,-15.976038,16.831186
0.181000,-13.830685,-28.636022,-16.047435,16.835949
0.181500,-13.822265,-28.693831,-16.118760,16.840349
0.182000,-13.813843,-28.751572,-16.190012,16.844389
0.182500,-13.805419,-28.809246,-16.261192,16.848076
0.183000,-13.796993,-28.866854,-16.332300,16.851414
0.183500,-13.788566,-28.924395,-16.403335,16.854408
0.184000,-13.780137,-28.981869,-16.474298,16.857063
0.184500,-13.771708,-29.039277,-16.545189,16.859385
0.185000,-13.763277,-29.096618,-16.616008,16.861379
0.185500,-13.754845,-29.153894,-16.686755,16.863050
0.186000,-13.746413,-29.211104,-16.757430,16.864403
0.186500,-13.737980,-29.268248,-16.828032,16.865443
0.187000,-13.729547,-29.325326,-16.898563,16.866175
0.187500,-13.721114,-29.382340,-16.969022,16.866606
0.188000,-13.712681,-29.439288,-17.039409,16.866739
0.188500,-13.704247,-29.496171,-17.109725,16.866580
0.189000,-13.695814,-29.552989,-17.179969,16.866134
0.189500,-13.687382,-29.609743,-17.250141,16.865406
0.190000,-13.678949,-29.666432,-17.320242,16.864402
0.190500,-13.670518,-29.723057,-17.390271,16.863126
0.191000,-13.662087,-29.779618,-17.460228,16.861584
0.191500,-13.653657,-29.836114,-17.530115,16.859780
0.192000,-13.645228,-29.892547,-17.599930,16.857719
0.192500,-13.636801,-29.948916,-17.669674,16.855406
0.193000,-13.628374,-30.005222,-17.739346,16.852847
0.193500,-13.619949,-30.061464,-17.808948,16.850045
0.194000,-13.611526,-30.117643,-17.878478,16.847006
0.194500,-13.603104,-30.173759,-17.947937,16.843735
0.195000,-13.594684,-30.229811,-18.017326,16.840235
0.195500,-13.586265,-30.285801,-18.086643,16.836512
0.196000,-13.577849,-30.341729,-18.155890,16.832571
0.196500,-13.569435,-30.397593,-18.225066,16.828415
0.197000,-13.561023,-30.453396,-18.294171,16.824050
0.197500,-13.552613,-30.509136,-18.363205,16.819479
0.198000,-13.544206,-30.564814,-18.432169,16.814707
0.198500,-13.535801,-30.620430,-18.501062,16.809739
0.199000,-13.527399,-30.675984,-18.569885,16.804578
0.199500,-13.518999,-30.731476,-18.638637,16.799228
0.200000,-13.510602,-30.786906,-18.707319,16.793695
0.200500,-13.502208,-30.842276,-18.775931,16.787981
0.201000,-13.493817,-30.897583,-18.844472,16.782092
0.201500,-13.485429,-30.952830,-18.912943,16.776030
0.202000,-13.477044,-31.008015,-18.981344,16.769800
0.202500,-13.468663,-31.063140,-19.049675,16.763406
0.203000,-13.460284,-31.118203,-19.117936,16.756851
0.203500,-13.451909,-31.173206,-19.186127,16.750139
0.204000,-13.443537,-31.228148,-19.254248,16.743273
0.204500,-13.435169,-31.283030,-19.322299,16.736258
0.205000,-13.426805,-31.337851,-19.390280,16.729097
0.205500,-13.418444,-31.392612,-19.458192,16.721793
0.206000,-13.410087,-31.447312,-19.526034,16.714349
0.206500,-13.401733,-31.501953,-19.593806,16.706770
0.207000,-13.393384,-31.556533,-19.661509,16.699058
0.207500,-13.385038,-31.611054,-19.729142,16.691216
0.208000,-13.376697,-31.665515,-19.796706,16.683248
0.208500,-13.368359,-31.719916,-19.864200,16.675157
0.209000,-13.360025,-31.774258,-19.931625,16.666946
0.209500,-13.351696,-31.828540,-19.998981,16.658618
0.210000,-13.343371,-31.882763,-20.066267,16.650175
0.210500,-13.335050,-31.936926,-20.133485,16.641622
0.211000,-13.326734,-31.991030,-20.200633,16.632959
0.211500,-13.318422,-32.045076,-20.267712,16.624192
0.212000,-13.310114,-32.099062,-20.334723,16.615321
0.212500,-13.301811,-32.152989,-20.401664,16.606350
0.213000,-13.293512,-32.206858,-20.468536,16.597281
0.213500,-13.285218,-32.260668,-20.535340,16.588117
0.214000,-13.276929,-32.314419,-20.602075,16.578861
0.214500,-13.268644,-32.368112,-20.668741,16.569515
0.215000,-13.260364,-32.421746,-20.735339,16.560081
0.215500,-13.252089,-32.475322,-20.801868,16.550561
0.216000,-13.243818,-32.528839,-20.868328,16.540959
0.216500,-13.235553,-32.582299,-20.934720,16.531276
0.217000,-13.227292,-32.635700,-21.001044,16.521515
0.217500,-13.219036,-32.689044,-21.067299,16.511677
